Time (ms),* Engine Speed (RPM),* Vehicle Speed (km/h),* Throttle Position (%),* Engine Load (mg/stroke),* Intake Air Temperature (°C),* Coolant Temperature (°C),* Ignition Angle (°BTDC),* Fuel Injector Pulse Width (ms),* Idle Air Control Valve (%),* VANOS Angle (KW °),* Battery Voltage (VDC),* Lambda Integrator - Bank 1 (%),* Lambda Integrator - Bank 2 (%),* Upstream Lambda Probe Heater - Bank 1 (%),* Upstream Lambda Probe Heater - Bank 2 (%),* Downstream Lambda Probe Heater - Bank 1 (%),* Downstream Lambda Probe Heater - Bank 2 (%)
2014,759,0,14,91,27,84,14.1,2.3,19.2,31.458,14.17,0.00,0.00,2.35,2.35,0.00,0.00
2104,758,0,14,91,27,84,14.1,2.3,18.3,31.8325,14.17,0.00,0.00,2.35,2.35,0.00,0.00
2244,755,0,14,91,27,84,14.4,2.3,19.0,29.5855,14.27,0.00,0.00,2.35,2.35,0.00,0.00
2354,746,0,14,92,27,84,14.4,2.3,19.0,29.5855,14.17,0.00,0.00,2.35,2.35,0.00,0.00
2485,753,0,14,91,27,84,14.4,2.3,18.9,31.8325,14.27,0.00,0.00,2.35,2.35,0.00,0.00
2595,757,0,14,91,27,84,14.1,2.3,18.0,31.458,14.27,0.00,0.00,2.35,2.35,0.00,0.00
2726,762,0,14,90,27,84,14.1,2.3,17.9,29.5855,14.17,0.00,0.00,2.35,2.35,0.00,0.00
2826,758,0,14,89,27,83,14.4,2.3,18.7,29.5855,14.17,0.00,0.00,2.35,2.35,0.00,0.00
2965,759,0,14,89,27,83,14.1,2.2,17.7,31.458,14.17,0.00,0.00,2.35,2.35,0.00,0.00
3085,744,0,14,91,27,83,14.4,2.3,18.5,31.8325,14.17,0.00,0.00,2.35,2.35,0.00,0.00
3196,748,0,14,90,27,83,14.4,2.3,18.4,29.5855,14.17,0.00,0.00,2.35,2.35,0.00,0.00
3307,735,0,14,92,27,83,14.4,2.3,18.4,29.5855,14.17,0.00,0.00,2.35,2.35,0.00,0.00
3447,727,0,14,93,27,83,14.4,2.3,18.3,31.8325,14.27,0.00,0.00,2.35,2.35,0.00,0.00
3557,735,0,14,92,27,83,14.4,2.3,18.3,31.458,14.17,0.00,0.00,2.35,2.35,0.00,0.00
3687,737,0,14,91,27,83,14.4,2.3,18.2,29.5855,14.27,0.00,0.00,2.35,2.35,0.00,0.00
3787,733,0,14,92,27,83,14.4,2.3,18.2,29.5855,14.27,0.00,0.00,2.35,2.35,0.00,0.00
3908,721,0,14,94,27,83,14.8,2.3,18.1,31.458,14.17,0.00,0.00,2.35,2.35,0.00,0.00
4027,736,0,14,92,27,83,14.4,2.3,18.1,31.458,14.27,0.00,0.00,2.35,2.35,0.00,0.00
4157,737,0,14,91,27,83,14.4,2.3,18.0,29.5855,14.07,0.00,0.00,2.35,2.35,0.00,0.00
4278,734,0,14,92,28,83,14.4,2.3,17.9,31.8325,14.17,0.00,0.00,2.35,2.35,0.00,0.00
4398,738,0,14,91,28,83,14.4,2.3,17.9,31.458,14.17,0.00,0.00,2.35,2.35,0.00,0.00
4508,740,0,14,91,28,83,14.4,2.3,17.7,29.211,14.07,0.00,0.00,2.35,2.35,0.00,0.00
4638,743,0,14,91,28,83,14.4,2.3,18.7,29.5855,14.27,0.00,0.00,2.35,2.35,0.00,0.00
4758,748,0,14,92,27,83,14.4,2.3,18.6,31.8325,14.17,0.00,0.00,2.35,2.35,0.00,0.00
4869,736,0,14,93,27,83,14.4,2.3,18.6,31.8325,14.27,0.00,0.00,2.35,2.35,0.00,0.00
4989,741,0,14,91,27,83,14.4,2.3,18.5,29.5855,14.17,0.00,0.00,2.35,2.35,0.00,0.00
5120,739,0,14,93,27,83,14.4,2.3,18.4,29.211,14.27,0.00,0.00,2.35,2.35,0.00,0.00
5230,734,0,14,94,28,83,14.4,2.3,18.4,31.8325,13.87,0.00,0.00,2.35,2.35,0.00,0.00
5370,745,0,14,92,28,82,14.4,2.3,18.3,31.458,14.17,0.00,0.00,2.35,2.35,0.00,0.00
5452,752,0,14,90,28,82,14.4,2.3,18.2,29.211,13.97,0.00,0.00,2.35,2.35,0.00,0.00
5601,755,0,14,89,28,82,14.4,2.3,18.2,29.5855,14.27,0.00,0.00,2.35,2.35,0.00,0.00
5712,748,0,14,90,28,82,14.4,2.3,18.1,31.8325,14.07,0.00,0.00,2.35,2.35,0.00,0.00
5842,740,0,14,91,27,82,14.4,2.3,18.0,31.8325,14.17,0.00,0.00,2.35,2.35,0.00,0.00
5951,743,0,14,91,27,82,14.4,2.3,18.0,29.5855,14.27,0.00,0.00,2.35,2.35,0.00,0.00
6082,736,0,14,92,27,82,14.4,2.3,17.9,29.5855,14.17,0.00,0.00,2.35,2.35,0.00,0.00
6183,736,0,14,92,27,82,14.4,2.3,17.8,31.8325,14.27,0.00,0.00,2.35,2.35,0.00,0.00
6312,736,0,14,92,27,82,14.4,2.3,17.8,31.458,14.17,0.00,0.00,2.35,2.35,0.00,0.00
6422,736,0,14,92,27,82,14.4,2.3,17.7,29.5855,14.17,0.00,0.00,2.35,2.35,0.00,0.00
6552,734,0,14,92,27,82,14.4,2.3,17.7,29.5855,13.97,0.00,0.00,2.35,2.35,0.00,0.00
6682,737,0,14,91,27,82,14.4,2.3,17.6,31.458,14.17,0.00,0.00,2.35,2.35,0.00,0.00
6802,741,0,14,91,28,82,14.4,2.3,17.6,31.8325,14.27,0.00,0.00,2.35,2.35,0.00,0.00
6912,751,0,14,90,28,82,14.4,2.3,17.5,29.5855,14.17,0.00,0.00,2.35,2.35,0.00,0.00
7042,755,0,14,89,28,82,14.4,2.3,17.4,29.5855,14.27,0.00,0.00,2.35,2.35,0.00,0.00
7153,750,0,14,90,28,82,14.4,2.3,17.3,31.8325,14.27,0.00,0.00,2.35,2.35,0.00,0.00
7283,753,0,14,88,27,82,14.4,2.3,17.3,31.458,14.17,0.00,0.00,2.35,2.35,0.00,0.00
7393,753,0,14,88,27,82,14.4,2.2,17.2,29.5855,14.27,0.00,0.00,2.35,2.35,0.00,0.00
7522,744,0,14,89,27,82,14.4,2.2,17.1,29.5855,14.17,0.00,0.00,2.35,2.35,0.00,0.00
7632,735,0,14,88,27,82,14.4,2.2,17.1,31.458,14.17,0.00,0.00,2.35,2.35,0.00,0.00
7763,736,0,14,88,28,82,14.4,2.2,17.0,31.8325,14.27,0.00,0.00,2.35,2.35,0.00,0.00
7863,733,0,14,88,28,82,14.4,2.2,17.0,29.5855,14.17,0.00,0.00,2.35,2.35,0.00,0.00
7993,725,0,14,89,28,82,14.4,2.2,16.9,29.5855,14.27,0.00,0.00,2.35,2.35,0.00,0.00
8113,720,0,14,90,28,82,14.8,2.2,16.9,31.8325,14.27,0.00,0.00,2.35,2.35,0.00,0.00
8233,720,0,14,90,27,82,14.8,2.2,16.8,29.211,14.17,0.00,0.00,2.35,2.35,0.00,0.00
8353,709,0,14,91,27,82,14.8,2.3,16.8,29.5855,14.17,0.00,0.00,2.35,2.35,0.00,0.00
8464,711,0,14,91,27,82,14.8,2.3,16.8,31.8325,14.27,0.00,0.00,2.35,2.35,0.00,0.00
8584,711,0,14,91,27,82,14.8,2.3,16.8,31.458,13.87,0.00,0.00,2.35,2.35,0.00,0.00
8723,712,0,14,91,27,82,14.8,2.3,16.7,29.5855,14.07,0.00,0.00,2.35,2.35,0.00,0.00
8843,706,0,14,92,28,82,14.8,2.3,16.7,29.5855,14.27,0.00,0.00,2.35,2.35,0.00,0.00
8953,712,0,14,91,28,82,14.8,2.3,16.7,31.8325,14.27,0.00,0.00,2.35,2.35,0.00,0.00
9073,718,0,14,90,28,82,14.8,2.3,16.6,29.96,14.17,0.00,0.00,2.35,2.35,0.00,0.00
9193,717,0,14,90,28,82,14.8,2.3,16.6,29.211,14.17,0.00,0.00,2.35,2.35,0.00,0.00
9313,714,0,14,91,28,82,14.8,2.3,16.6,31.458,14.27,0.00,0.00,2.35,2.35,0.00,0.00
9443,716,0,14,90,28,82,14.8,2.3,16.5,31.8325,14.07,0.00,0.00,2.35,2.35,0.00,0.00
9553,724,0,14,89,28,82,14.4,2.3,16.5,29.5855,14.17,0.00,0.00,2.35,2.35,0.00,0.00
9673,723,0,14,89,28,82,14.4,2.3,16.5,29.5855,14.27,0.00,0.00,2.35,2.35,0.00,0.00
9795,716,0,14,90,28,82,14.8,2.3,16.4,31.8325,14.07,0.00,0.00,2.35,2.35,0.00,0.00
9915,716,0,14,90,28,82,14.8,2.3,16.4,29.5855,14.17,0.00,0.00,2.35,2.35,0.00,0.00
10034,725,0,14,89,28,82,14.4,2.3,16.3,29.5855,14.38,0.00,0.00,2.35,2.35,0.00,0.00
10164,722,0,14,90,28,82,14.8,2.3,16.3,31.458,14.27,0.00,0.00,2.35,2.35,0.00,0.00
10265,716,0,14,90,28,82,14.8,2.3,16.3,31.8325,14.17,0.00,0.00,2.35,2.35,0.00,0.00
10404,729,0,14,89,28,82,14.4,2.3,16.2,29.5855,14.27,0.00,0.00,2.35,2.35,0.00,0.00
10504,724,0,14,89,28,82,14.8,2.3,16.0,29.211,14.07,0.00,0.00,2.35,2.35,0.00,0.00
10644,722,0,14,88,28,82,14.8,2.2,16.0,31.8325,14.17,0.00,0.00,2.35,2.35,0.00,0.00
10734,724,0,14,87,28,82,14.8,2.2,15.9,31.8325,14.27,0.00,0.00,2.35,2.35,0.00,0.00
10865,719,0,14,88,28,82,14.8,2.2,15.9,29.5855,14.07,0.00,0.00,2.35,2.35,0.00,0.00
10985,719,0,14,88,28,82,14.8,2.2,15.9,31.8325,14.17,0.00,0.00,2.35,2.35,0.00,0.00
11124,700,0,14,90,28,82,15.2,2.2,15.9,31.458,14.27,0.00,0.00,2.35,2.35,0.00,0.00
11214,701,0,14,90,28,82,15.2,2.2,15.9,29.5855,14.27,0.00,0.00,2.35,2.35,0.00,0.00
11354,701,0,14,90,28,81,15.2,2.2,15.9,29.5855,14.07,0.00,0.00,2.35,2.35,0.00,0.00
11475,698,0,14,91,28,81,15.6,2.3,15.9,31.458,14.17,0.00,0.00,2.35,2.35,0.00,0.00
11595,701,0,14,90,28,81,15.2,2.3,15.9,29.5855,14.17,0.00,0.00,2.35,2.35,0.00,0.00
11705,698,0,14,91,28,81,15.2,2.3,15.9,29.5855,14.27,0.00,0.00,2.35,2.35,0.00,0.00
11835,704,0,14,90,28,81,14.8,2.3,15.9,31.458,14.27,0.00,0.00,2.35,2.35,0.00,0.00
11945,707,0,14,90,28,81,14.8,2.3,15.9,31.8325,14.27,0.00,0.00,2.35,2.35,0.00,0.00
12067,707,0,14,90,28,81,14.8,2.3,15.9,29.5855,14.17,0.00,0.00,2.35,2.35,0.00,0.00
12177,704,0,14,90,28,81,14.8,2.3,15.8,29.5855,14.27,0.00,0.00,2.35,2.35,0.00,0.00
12317,699,0,14,91,28,81,15.2,2.3,15.8,31.8325,14.27,0.00,0.00,2.35,2.35,0.00,0.00
12417,707,0,14,90,28,81,14.8,2.3,15.8,29.5855,13.66,0.00,0.00,2.35,2.35,0.00,0.00
12548,698,0,14,91,28,81,15.2,2.3,15.8,29.5855,14.17,0.00,0.00,2.35,2.35,0.00,0.00
12687,703,0,14,90,28,81,14.8,2.3,15.8,31.8325,14.17,0.00,0.00,2.35,2.35,0.00,0.00
12788,706,0,14,90,28,81,14.8,2.3,15.8,31.458,14.27,0.00,0.00,2.35,2.35,0.00,0.00
12918,705,0,14,90,28,81,14.8,2.3,15.8,29.96,14.07,0.00,0.00,2.35,2.35,0.00,0.00
13038,708,0,14,89,28,81,14.8,2.3,15.7,31.8325,14.17,0.00,0.00,2.35,2.35,0.00,0.00
13158,705,0,14,90,28,81,14.8,2.3,15.7,31.458,14.17,0.00,0.00,2.35,2.35,0.00,0.00
13278,709,0,14,89,27,81,14.8,2.3,15.7,29.5855,14.27,0.00,0.00,2.35,2.35,0.00,0.00
13388,711,0,14,89,27,81,14.8,2.2,15.7,29.5855,14.17,0.00,0.00,2.35,2.35,0.00,0.00
13518,698,0,14,91,27,81,15.2,2.2,15.7,31.458,14.17,0.00,0.00,2.35,2.35,0.00,0.00
13648,697,0,14,91,27,81,15.2,2.3,15.7,29.5855,14.27,0.00,0.00,2.35,2.35,0.00,0.00
13758,711,0,14,89,28,81,14.8,2.3,15.7,29.5855,14.27,0.00,0.00,2.35,2.35,0.00,0.00
13879,712,0,14,89,28,81,14.8,2.3,15.7,31.458,14.38,0.00,0.00,2.35,2.35,0.00,0.00
14000,704,0,14,90,28,81,14.8,2.2,15.7,31.8325,14.27,0.00,0.00,2.35,2.35,0.00,0.00
14120,708,0,14,89,28,81,14.8,2.2,15.7,29.211,14.17,0.00,0.00,2.35,2.35,0.00,0.00
14230,713,0,14,89,28,81,14.8,2.2,15.7,29.96,14.27,0.00,0.00,2.35,2.35,0.00,0.00
14361,711,0,14,89,28,81,14.8,2.2,15.6,31.8325,14.27,0.00,0.00,2.35,2.35,0.00,0.00
14471,713,0,14,89,28,81,14.8,2.2,15.5,29.211,14.17,0.00,0.00,2.35,2.35,0.00,0.00
14601,710,0,14,89,28,81,14.8,2.2,16.5,29.5855,14.17,0.00,0.00,2.35,2.35,0.00,0.00
14721,691,0,14,92,28,81,15.6,2.3,16.6,31.8325,14.27,0.00,0.00,2.35,2.35,0.00,0.00
14841,696,0,14,93,28,81,15.2,2.3,16.6,31.8325,14.27,0.00,0.00,2.35,2.35,0.00,0.00
14941,695,0,14,93,28,81,15.2,2.3,16.6,29.5855,14.07,0.00,0.00,2.35,2.35,0.00,0.00
15081,702,0,14,92,28,81,15.2,2.3,16.6,31.458,14.17,0.00,0.00,2.35,2.35,0.00,0.00
15181,702,0,14,92,28,81,15.2,2.3,16.6,31.8325,14.17,0.00,0.00,2.35,2.35,0.00,0.00
15331,717,0,14,90,28,81,14.8,2.3,16.6,29.5855,14.27,0.00,0.00,2.35,2.35,0.00,0.00
15431,712,0,14,91,28,81,14.8,2.3,16.6,29.211,14.27,0.00,0.00,2.35,2.35,0.00,0.00
15561,717,0,14,90,28,81,14.8,2.3,16.5,31.8325,14.17,0.00,0.00,2.35,2.35,0.00,0.00
15681,735,0,14,88,28,81,14.4,2.3,16.5,31.458,14.27,0.00,0.00,2.35,2.35,0.00,0.00
15801,738,0,14,88,28,81,14.4,2.2,16.4,29.5855,13.76,0.00,0.00,2.35,2.35,0.00,0.00
15910,729,0,14,89,28,81,14.4,2.2,16.4,31.8325,14.17,0.00,0.00,2.35,2.35,0.00,0.00
16041,723,0,14,89,28,81,14.8,2.2,16.3,31.458,14.27,0.00,0.00,2.35,2.35,0.00,0.00
16151,716,0,14,90,28,81,14.8,2.2,16.3,29.211,14.27,0.00,0.00,2.35,2.35,0.00,0.00
16281,717,0,14,90,28,81,14.8,2.3,16.3,29.5855,14.17,0.00,0.00,2.35,2.35,0.00,0.00
16401,705,0,14,92,28,81,14.8,2.3,16.3,31.458,14.27,0.00,0.00,2.35,2.35,0.00,0.00
16521,698,0,14,93,28,81,15.2,2.3,16.3,31.8325,14.27,0.00,0.00,2.35,2.35,0.00,0.00
16621,711,0,14,91,28,81,14.8,2.3,16.2,29.5855,14.17,0.00,0.00,2.35,2.35,0.00,0.00
16761,706,0,14,92,28,81,14.8,2.3,16.2,31.458,14.17,0.00,0.00,2.35,2.35,0.00,0.00
16871,701,0,14,92,28,81,15.2,2.3,16.2,31.8325,14.27,0.00,0.00,2.35,2.35,0.00,0.00
17001,718,0,14,90,28,81,14.8,2.3,16.2,29.5855,14.27,0.00,0.00,2.35,2.35,0.00,0.00
17111,716,0,14,90,28,81,14.8,2.3,16.2,29.5855,14.17,0.00,0.00,2.35,2.35,0.00,0.00
17251,724,0,14,89,28,81,14.4,2.3,16.1,31.8325,14.27,0.00,0.00,2.35,2.35,0.00,0.00
17352,733,0,14,88,28,81,14.4,2.3,16.1,31.458,14.27,0.00,0.00,2.35,2.35,0.00,0.00
17492,736,0,14,86,28,81,14.4,2.2,16.0,29.5855,14.17,0.00,0.00,2.35,2.35,0.00,0.00
17582,732,0,14,86,28,81,14.4,2.2,16.0,29.5855,14.38,0.00,0.00,2.35,2.35,0.00,0.00
17724,728,0,14,87,28,81,14.4,2.2,15.9,31.458,14.27,0.00,0.00,2.35,2.35,0.00,0.00
17835,724,0,14,87,28,81,14.4,2.2,15.9,29.96,14.17,0.00,0.00,2.35,2.35,0.00,0.00
17975,719,0,14,88,28,81,14.8,2.2,15.8,29.5855,14.27,0.00,0.00,2.35,2.35,0.00,0.00
18065,709,0,14,89,28,81,14.8,2.2,15.8,31.458,14.07,0.00,0.00,2.35,2.35,0.00,0.00
18205,704,0,14,90,28,81,14.8,2.2,15.8,31.8325,14.17,0.00,0.00,2.35,2.35,0.00,0.00
18305,707,0,14,90,28,81,14.8,2.2,15.8,29.5855,14.27,0.00,0.00,2.35,2.35,0.00,0.00
18435,701,0,14,90,28,81,15.2,2.3,15.8,29.5855,14.27,0.00,0.00,2.35,2.35,0.00,0.00
18545,700,0,14,90,28,81,15.2,2.3,15.8,31.458,14.27,0.00,0.00,2.35,2.35,0.00,0.00
18685,709,0,14,89,28,81,14.8,2.3,15.8,29.5855,14.17,0.00,0.00,2.35,2.35,0.00,0.00
18786,703,0,14,90,28,81,15.2,2.3,15.8,29.5855,14.17,0.00,0.00,2.35,2.35,0.00,0.00
18926,707,0,14,90,28,81,14.8,2.3,15.8,31.458,14.27,0.00,0.00,2.35,2.35,0.00,0.00
19016,703,0,14,90,28,81,14.8,2.3,15.8,31.8325,14.27,0.00,0.00,2.35,2.35,0.00,0.00
19166,697,0,14,91,28,81,15.2,2.3,15.8,29.96,13.87,0.00,0.00,2.35,2.35,0.00,0.00
19267,700,0,14,90,28,81,15.2,2.3,15.8,31.8325,14.17,0.00,0.00,2.35,2.35,0.00,0.00
19396,697,0,14,91,28,81,15.2,2.3,15.8,31.8325,14.27,0.00,0.00,2.35,2.35,0.00,0.00
19506,698,0,14,91,28,81,15.2,2.3,15.8,29.5855,14.27,0.00,0.00,2.35,2.35,0.00,0.00
19637,698,0,14,91,28,81,15.2,2.3,15.8,29.211,14.27,0.00,0.00,2.35,2.35,0.00,0.00
19747,704,0,14,90,28,81,14.8,2.3,15.8,31.8325,13.66,0.00,0.00,2.35,2.35,0.00,0.00
19877,708,0,14,89,28,81,14.8,2.3,15.8,29.5855,14.17,0.00,0.00,2.35,2.35,0.00,0.00
19987,708,0,14,89,28,81,14.8,2.3,15.8,29.211,14.27,0.00,0.00,2.35,2.35,0.00,0.00
20126,690,0,14,92,28,81,15.6,2.3,15.7,31.8325,14.27,0.00,0.00,2.35,2.35,0.00,0.00
20236,696,0,14,91,28,81,15.6,2.3,15.8,31.8325,14.17,0.00,0.00,2.35,2.35,0.00,0.00
20367,710,0,14,89,28,81,14.8,2.3,15.8,29.211,14.17,0.00,0.00,2.35,2.35,0.00,0.00
20476,700,0,14,90,28,81,15.2,2.3,15.8,31.8325,14.17,0.00,0.00,2.35,2.35,0.00,0.00
20596,703,0,14,90,28,81,14.8,2.3,15.8,31.8325,14.27,0.00,0.00,2.35,2.35,0.00,0.00
20706,711,0,14,89,28,81,14.8,2.3,15.8,29.5855,14.27,0.00,0.00,2.35,2.35,0.00,0.00
20828,711,0,14,89,28,81,14.8,2.3,15.8,29.5855,14.17,0.00,0.00,2.35,2.35,0.00,0.00
20958,718,0,14,88,28,81,14.8,2.2,15.7,31.458,14.17,0.00,0.00,2.35,2.35,0.00,0.00
21078,723,0,14,88,28,81,14.8,2.2,15.7,31.8325,14.27,0.00,0.00,2.35,2.35,0.00,0.00
21268,721,0,14,88,28,81,14.8,2.2,15.6,31.458,14.17,0.00,0.00,2.35,2.35,0.00,0.00
21398,716,0,14,88,28,81,14.8,2.2,15.6,29.5855,14.17,0.00,0.00,2.35,2.35,0.00,0.00
21509,723,0,14,88,28,81,14.8,2.2,15.5,29.5855,14.27,0.00,0.00,2.35,2.35,0.00,0.00
21639,717,0,14,88,28,81,14.8,2.2,15.5,31.458,14.27,0.00,0.00,2.35,2.35,0.00,0.00
21750,708,0,14,89,28,81,14.8,2.2,15.5,31.8325,14.17,0.00,0.00,2.35,2.35,0.00,0.00
21879,715,0,14,89,28,81,14.8,2.2,15.4,29.5855,14.27,0.00,0.00,2.35,2.35,0.00,0.00
21990,705,0,14,90,28,81,15.2,2.2,15.4,29.5855,14.27,0.00,0.00,2.35,2.35,0.00,0.00
22121,697,0,14,91,28,81,15.6,2.2,15.4,31.8325,13.87,0.00,0.00,2.35,2.35,0.00,0.00
22231,704,0,14,90,28,81,15.2,2.3,15.4,29.5855,14.17,0.00,0.00,2.35,2.35,0.00,0.00
22361,694,0,14,91,28,81,15.6,2.3,15.4,29.5855,14.27,0.00,0.00,2.35,2.35,0.00,0.00
22472,703,0,14,90,28,81,15.2,2.3,15.5,31.8325,14.27,0.00,0.00,2.35,2.35,0.00,0.00
22592,702,0,14,90,28,81,15.2,2.3,15.5,31.458,14.27,0.00,0.00,2.35,2.35,0.00,0.00
22721,714,0,14,89,28,81,14.8,2.3,15.5,29.5855,14.17,0.00,0.00,2.35,2.35,0.00,0.00
22821,702,0,14,90,28,81,15.2,2.3,15.5,31.8325,14.17,0.00,0.00,2.35,2.35,0.00,0.00
22953,703,0,14,90,28,81,15.2,2.3,15.5,31.458,14.27,0.00,0.00,2.35,2.35,0.00,0.00
23073,713,0,14,89,28,81,14.8,2.2,15.4,29.96,14.27,0.00,0.00,2.35,2.35,0.00,0.00
23183,702,0,14,90,28,81,15.2,2.3,15.5,29.5855,13.87,0.00,0.00,2.35,2.35,0.00,0.00
23323,705,0,14,90,28,81,14.8,2.2,15.4,31.458,14.17,0.00,0.00,2.35,2.35,0.00,0.00
23433,708,0,14,89,28,81,14.8,2.2,15.4,31.8325,14.27,0.00,0.00,2.35,2.35,0.00,0.00
23543,703,0,14,90,28,81,15.2,2.2,15.4,29.5855,14.27,0.00,0.00,2.35,2.35,0.00,0.00
23653,711,0,14,89,28,81,14.8,2.2,15.4,31.8325,13.76,0.00,0.00,2.35,2.35,0.00,0.00
23782,714,0,14,89,28,81,14.8,2.2,15.4,31.458,14.17,0.00,0.00,2.35,2.35,0.00,0.00
23912,685,0,14,92,28,81,15.9,2.3,15.4,29.211,14.27,0.00,0.00,2.35,2.35,0.00,0.00
24022,688,0,14,92,28,81,15.9,2.3,15.5,29.96,14.27,0.00,0.00,2.35,2.35,0.00,0.00
24142,693,0,14,91,28,81,15.6,2.3,15.5,31.8325,14.38,0.00,0.00,2.35,2.35,0.00,0.00
24282,704,0,14,90,28,81,14.8,2.3,15.5,29.211,13.97,0.00,0.00,2.35,2.35,0.00,0.00
24392,713,0,14,89,28,81,14.8,2.3,15.5,29.5855,14.17,0.00,0.00,2.35,2.35,0.00,0.00
24523,714,0,14,89,28,81,14.8,2.2,15.4,31.8325,14.27,0.00,0.00,2.35,2.35,0.00,0.00
24623,719,0,14,88,28,81,14.8,2.2,15.4,31.8325,14.27,0.00,0.00,2.35,2.35,0.00,0.00
24743,723,0,14,88,28,81,14.8,2.2,15.4,29.5855,14.17,0.00,0.00,2.35,2.35,0.00,0.00
24873,710,0,14,89,28,81,14.8,2.2,15.4,31.458,14.27,0.00,0.00,2.35,2.35,0.00,0.00
24993,711,0,14,89,28,81,14.8,2.2,15.3,31.8325,14.27,0.00,0.00,2.35,2.35,0.00,0.00
25103,705,0,14,90,28,81,14.8,2.2,15.3,29.5855,14.27,0.00,0.00,2.35,2.35,0.00,0.00
25233,705,0,14,90,28,81,14.8,2.2,15.3,29.211,14.27,0.00,0.00,2.35,2.35,0.00,0.00
25343,706,0,14,90,28,81,14.8,2.2,15.3,31.8325,14.27,0.00,0.00,2.35,2.35,0.00,0.00
25463,701,0,14,90,28,81,15.2,2.3,15.3,31.8325,14.27,0.00,0.00,2.35,2.35,0.00,0.00
25573,709,0,14,89,28,81,14.8,2.3,15.3,29.5855,14.27,0.00,0.00,2.35,2.35,0.00,0.00
25713,710,0,14,89,28,81,14.8,2.2,15.3,31.8325,14.17,0.00,0.00,2.35,2.35,0.00,0.00
25833,688,0,14,92,28,80,15.9,2.3,15.3,31.8325,14.17,0.00,0.00,2.35,2.35,0.00,0.00
25963,705,0,14,90,28,80,14.8,2.3,15.3,29.5855,14.27,0.00,0.00,2.35,2.35,0.00,0.00
26063,706,0,14,90,28,80,14.8,2.3,15.3,29.5855,14.27,0.00,0.00,2.35,2.35,0.00,0.00
26203,697,0,14,91,28,80,15.2,2.3,15.3,31.458,13.97,0.00,0.00,2.35,2.35,0.00,0.00
26293,712,0,14,89,28,80,14.8,2.3,15.3,29.5855,14.17,0.00,0.00,2.35,2.35,0.00,0.00
26423,717,0,14,88,28,80,14.8,2.2,15.2,29.5855,14.27,0.00,0.00,2.35,2.35,0.00,0.00
26543,717,0,14,88,28,80,14.8,2.2,15.2,31.458,14.27,0.00,0.00,2.35,2.35,0.00,0.00
26683,725,0,14,87,28,80,14.4,2.2,15.2,31.8325,14.17,0.00,0.00,2.35,2.35,0.00,0.00
26783,731,0,14,87,28,80,14.4,2.2,15.1,29.5855,14.27,0.00,0.00,2.35,2.35,0.00,0.00
26913,732,0,14,86,28,81,14.4,2.2,15.1,29.5855,14.17,0.00,0.00,2.35,2.35,0.00,0.00
27034,723,0,14,88,28,81,14.8,2.2,15.0,31.8325,14.17,0.00,0.00,2.35,2.35,0.00,0.00
27154,727,0,14,87,28,81,14.8,2.2,15.0,31.458,14.27,0.00,0.00,2.35,2.35,0.00,0.00
