Time (ms),* Engine Speed (RPM),* Vehicle Speed (km/h),* Throttle Position (%),* Engine Load (mg/stroke),* Intake Air Temperature (°C),* Coolant Temperature (°C),* Ignition Angle (°BTDC),* Fuel Injector Pulse Width (ms),* Idle Air Control Valve (%),* VANOS Angle (KW °),* Battery Voltage (VDC),* Lambda Integrator - Bank 1 (%),* Lambda Integrator - Bank 2 (%),* Upstream Lambda Probe Heater - Bank 1 (%),* Upstream Lambda Probe Heater - Bank 2 (%),* Downstream Lambda Probe Heater - Bank 1 (%),* Downstream Lambda Probe Heater - Bank 2 (%)
10821,2201,0,16,116,34,87,17.1,2.9,47.7,51.681,13.97,0.00,0.00,2.35,2.35,0.00,0.00
10971,2097,0,16,117,34,87,27.5,3.0,46.4,47.5615,14.27,0.00,0.00,2.35,2.35,0.00,0.00
11101,2134,0,16,115,34,86,30.1,2.9,47.0,44.5655,13.87,0.00,0.00,2.35,2.35,0.00,0.00
11241,2141,0,16,121,34,86,30.5,3.0,47.0,40.8205,13.97,0.00,0.00,2.35,2.35,0.00,0.00
11341,2155,0,16,124,34,86,30.5,3.1,47.3,37.8245,14.07,0.00,0.00,2.35,2.35,0.00,0.00
11488,2163,0,16,125,34,86,30.5,3.1,47.3,34.8285,13.97,0.00,0.00,2.35,2.35,0.00,0.00
11578,2160,0,16,126,34,86,30.1,3.1,47.3,33.705,13.97,0.00,0.00,2.35,2.35,0.00,0.00
11709,2176,0,16,123,34,86,29.7,3.1,47.5,31.8325,13.97,0.00,0.00,2.35,2.35,0.00,0.00
11829,2197,0,14,90,34,86,26.8,2.6,50.1,32.5815,13.97,0.00,0.00,2.35,2.35,0.00,0.00
11970,2184,0,14,91,34,86,23.0,2.4,48.8,28.8365,13.66,0.00,0.00,2.35,2.35,0.00,0.00
12071,2176,0,14,88,34,86,19.3,2.2,47.9,28.462,14.07,0.00,0.00,2.35,2.35,0.00,0.00
12191,2148,0,14,86,34,86,15.9,2.2,47.3,28.462,13.76,0.00,0.00,2.35,2.35,0.00,0.00
12331,2142,0,14,84,34,86,12.6,2.1,47.7,31.0835,13.97,0.00,0.00,2.35,2.35,0.00,0.00
12451,2120,0,14,86,34,86,9.6,2.1,47.3,31.0835,14.27,0.00,0.00,2.35,2.35,0.00,0.00
12547,2088,0,14,87,34,86,6.6,2.1,47.0,31.0835,14.27,0.00,0.00,2.35,2.35,0.00,0.00
12682,2054,0,14,87,34,86,3.3,2.1,46.6,31.0835,14.27,0.00,0.00,2.35,2.35,0.00,0.00
12802,2009,0,14,82,34,86,0.3,2.1,46.2,31.0835,14.27,0.00,0.00,2.35,2.35,0.00,0.00
12942,1963,0,14,85,34,86,-2.3,2.1,45.7,31.0835,14.27,0.00,0.00,2.35,2.35,0.00,0.00
13072,1911,0,14,86,34,86,-2.7,2.1,45.0,28.8365,14.17,0.00,0.00,2.35,2.35,0.00,0.00
13212,1855,0,14,87,34,86,-3.1,2.2,44.4,28.8365,14.27,0.00,0.00,2.35,2.35,0.00,0.00
13332,1801,0,14,89,34,86,-3.8,2.2,43.8,28.8365,14.27,0.00,0.00,2.35,2.35,0.00,0.00
13472,1756,0,19,145,34,86,5.9,3.6,41.6,31.0835,14.07,0.00,0.00,2.35,2.35,0.00,0.00
13591,1849,0,25,314,34,86,10.7,7.5,44.1,28.8365,13.66,0.00,0.00,2.35,2.35,0.00,0.00
13714,1875,0,27,403,34,86,14.8,10.6,46.6,30.709,14.07,0.00,0.00,2.35,2.35,0.00,0.00
13855,1995,0,28,386,34,86,15.9,10.0,49.9,32.956,14.17,0.00,0.00,2.35,2.35,0.00,0.00
14005,2199,0,29,372,35,86,17.8,9.2,53.8,41.5695,14.17,0.00,0.00,2.35,2.35,0.00,0.00
14138,2353,0,29,374,35,86,18.9,9.2,54.9,40.446,14.17,0.00,0.00,2.35,2.35,0.00,0.00
14278,2575,0,29,370,35,86,20.0,9.2,55.6,44.191,13.76,0.00,0.00,2.35,2.35,0.00,0.00
14388,2722,0,29,360,35,86,21.2,8.9,56.2,47.187,13.76,0.00,0.00,2.35,2.35,0.00,0.00
14539,2870,0,29,356,34,86,23.0,8.8,56.9,52.0555,13.87,0.00,0.00,2.35,2.35,0.00,0.00
14690,2869,0,29,364,34,86,22.7,8.9,58.2,56.175,13.87,0.00,0.00,2.35,2.35,0.00,0.00
14810,2754,0,29,376,34,86,21.2,9.2,57.7,56.5495,14.07,0.00,0.00,2.35,2.35,0.00,0.00
14921,2589,0,29,380,34,86,20.0,9.2,56.4,53.928,14.07,0.00,0.00,2.35,2.35,0.00,0.00
15021,2451,0,34,463,34,86,19.3,11.2,55.6,56.924,13.97,0.00,0.00,2.35,2.35,0.00,0.00
15181,2440,0,58,530,34,86,14.4,12.6,55.3,54.677,14.07,0.00,0.00,2.35,2.35,0.00,0.00
15348,2507,0,87,506,34,86,15.2,12.3,55.6,54.3025,14.27,0.00,0.00,2.35,2.35,0.00,0.00
15509,2555,0,89,496,33,86,20.0,12.0,55.8,56.924,13.97,0.00,0.00,2.35,2.35,0.00,0.00
15659,2501,0,89,489,33,86,19.3,12.0,55.6,54.3025,13.87,0.00,0.00,2.35,2.35,0.00,0.00
15811,2415,0,89,488,33,86,18.5,12.0,55.1,55.0515,14.27,0.00,0.00,2.35,2.35,0.00,0.00
15901,2362,0,89,488,33,86,18.2,11.9,54.9,57.673,14.17,0.00,0.00,2.35,2.35,0.00,0.00
16051,2335,0,89,474,32,86,18.2,11.8,54.7,54.677,14.17,0.00,0.00,2.35,2.35,0.00,0.00
16162,2316,0,89,486,32,86,17.8,11.8,54.7,57.2985,14.07,0.00,0.00,2.35,2.35,0.00,0.00
16278,2318,0,89,474,32,86,18.2,11.8,54.7,57.673,14.27,0.00,0.00,2.35,2.35,0.00,0.00
16398,2283,0,89,484,32,86,17.8,11.8,54.7,55.0515,14.17,0.00,0.00,2.35,2.35,0.00,0.00
16538,2281,0,89,465,32,86,18.2,11.7,54.5,55.0515,13.97,0.00,0.00,2.35,2.35,0.00,0.00
16668,2241,0,89,469,32,86,17.8,11.6,54.5,55.0515,14.27,0.00,0.00,2.35,2.35,0.00,0.00
16808,2217,0,89,464,32,86,17.1,11.6,54.5,57.673,14.17,0.00,0.00,2.35,2.35,0.00,0.00
16928,2219,0,89,457,32,86,17.1,11.4,53.8,57.673,14.07,0.00,0.00,2.35,2.35,0.00,0.00
17029,2185,0,89,468,31,86,17.1,11.4,53.8,55.0515,13.56,0.00,0.00,2.35,2.35,0.00,0.00
17169,2186,0,89,452,31,86,17.1,11.3,53.8,55.426,14.27,0.00,0.00,2.35,2.35,0.00,0.00
17284,2176,0,89,468,31,86,16.7,11.4,53.4,55.0515,14.17,0.00,0.00,2.35,2.35,0.00,0.00
17416,2205,0,89,454,31,86,17.1,11.2,53.8,57.2985,14.27,0.00,0.00,2.35,2.35,0.00,0.00
17567,2317,0,89,458,30,86,18.5,11.3,54.7,57.2985,14.17,0.00,0.00,2.35,2.35,0.00,0.00
17687,2419,0,89,478,30,86,18.9,11.6,55.1,54.677,13.76,0.00,0.00,2.35,2.35,0.00,0.00
17817,2564,0,89,467,30,86,20.4,11.5,55.3,56.924,13.87,0.00,0.00,2.35,2.35,0.00,0.00
17904,2702,0,89,470,30,86,21.5,11.5,56.2,54.3025,14.07,0.00,0.00,2.35,2.35,0.00,0.00
18055,2834,0,89,498,30,86,23.0,11.7,56.6,56.5495,14.27,0.00,0.00,2.35,2.35,0.00,0.00
18206,3015,0,89,514,30,86,24.9,12.0,58.6,56.175,13.87,0.00,0.00,2.35,2.35,0.00,0.00
18336,3122,0,89,526,30,86,25.6,12.2,60.4,56.5495,14.27,0.00,0.00,2.35,2.35,0.00,0.00
18452,3198,0,89,551,30,86,26.0,12.7,62.3,53.5535,14.27,0.00,0.00,2.35,2.35,0.00,0.00
18572,3328,0,89,548,29,86,27.5,12.9,63.6,53.928,13.56,0.00,0.00,2.35,2.35,0.00,0.00
18722,3478,0,89,552,29,86,29.0,13.2,65.4,55.8005,14.27,0.00,0.00,2.35,2.35,0.00,0.00
18852,3566,0,89,565,29,86,29.4,13.5,66.7,53.5535,14.27,0.00,0.00,2.35,2.35,0.00,0.00
18954,3653,0,89,596,29,86,29.4,15.2,68.6,53.5535,14.17,0.00,0.00,2.35,2.35,0.00,0.00
19094,3762,0,89,577,29,85,29.4,15.3,70.2,56.5495,14.27,0.00,0.00,2.35,2.35,0.00,0.00
19254,3921,0,89,571,29,85,29.4,15.4,72.8,56.924,14.27,0.00,0.00,2.35,2.35,0.00,0.00
19364,4012,0,89,573,29,85,29.4,15.6,74.7,57.2985,13.97,0.00,0.00,2.35,2.35,0.00,0.00
19498,4101,0,89,578,28,85,29.0,15.8,76.2,56.924,14.27,0.00,0.00,2.35,2.35,0.00,0.00
19649,4222,0,89,591,28,85,29.0,16.0,77.1,56.175,13.97,0.00,0.00,2.35,2.35,0.00,0.00
19759,4307,0,89,606,28,85,29.0,16.5,79.2,52.43,14.27,0.00,0.00,2.35,2.35,0.00,0.00
19899,4410,0,89,609,28,85,29.0,16.8,79.7,44.5655,14.07,0.00,0.00,2.35,2.35,0.00,0.00
20040,4540,0,89,615,28,85,29.0,17.1,80.3,39.3225,14.07,0.00,0.00,2.35,2.35,0.00,0.00
20170,4641,0,89,608,28,85,28.6,17.2,80.8,40.0715,14.27,0.00,0.00,2.35,2.35,0.00,0.00
20291,4755,0,89,608,28,85,28.2,17.0,81.3,31.458,14.27,0.00,0.00,2.35,2.35,0.00,0.00
20401,4850,0,89,621,28,85,27.9,17.1,81.8,28.8365,13.66,0.00,0.00,2.35,2.35,0.00,0.00
20537,4926,0,89,616,28,85,27.9,16.9,82.3,27.713,14.17,0.00,0.00,2.35,2.35,0.00,0.00
20697,5094,0,89,602,28,85,27.5,16.9,83.1,31.8325,13.76,0.00,0.00,2.35,2.35,0.00,0.00
20847,5191,0,89,622,28,85,27.5,17.1,83.7,31.8325,13.66,0.00,0.00,2.35,2.35,0.00,0.00
20957,5309,0,89,602,28,85,27.5,17.2,84.2,31.8325,14.27,0.00,0.00,2.35,2.35,0.00,0.00
21088,5398,0,89,625,28,85,27.5,17.4,84.2,28.8365,14.17,0.00,0.00,2.35,2.35,0.00,0.00
21199,5466,0,89,627,28,85,27.5,17.6,84.2,31.458,13.66,0.00,0.00,2.35,2.35,0.00,0.00
21329,5591,0,89,622,28,85,27.5,17.4,84.2,28.462,14.17,0.00,0.00,2.35,2.35,0.00,0.00
21439,5693,0,89,614,28,85,27.9,17.0,84.2,31.458,13.66,0.00,0.00,2.35,2.35,0.00,0.00
21576,5761,0,89,597,28,85,28.2,16.6,84.2,31.8325,14.17,0.00,0.00,2.35,2.35,0.00,0.00
21666,5862,0,89,601,28,85,29.4,16.1,84.2,28.462,14.17,0.00,0.00,2.35,2.35,0.00,0.00
21806,5955,0,89,590,28,85,29.4,15.8,84.8,28.462,13.76,0.00,0.00,2.35,2.35,0.00,0.00
21926,6045,0,89,581,28,85,29.7,15.4,84.8,28.0875,13.87,0.00,0.00,2.35,2.35,0.00,0.00
22026,6127,0,89,570,28,85,30.5,15.1,84.8,28.462,14.17,0.00,0.00,2.35,2.35,0.00,0.00
22168,6208,0,89,552,28,85,30.9,14.7,84.2,30.709,14.17,0.00,0.00,2.35,2.35,0.00,0.00
22290,6323,0,89,535,28,85,31.2,14.5,84.8,30.3345,14.17,0.00,0.00,2.35,2.35,0.00,0.00
22450,6421,0,89,533,28,85,32.0,14.3,84.8,27.713,14.07,0.00,0.00,2.35,2.35,0.00,0.00
22560,6492,0,89,521,28,85,32.0,14.2,84.2,31.0835,13.87,0.00,0.00,2.35,2.35,0.00,0.00
22691,6596,0,89,513,28,85,32.7,13.8,84.2,28.462,13.66,0.00,0.00,2.35,2.35,0.00,0.00
22801,6663,0,89,498,28,85,32.7,13.6,84.2,28.0875,14.07,0.00,0.00,2.35,2.35,0.00,0.00
22931,6772,0,89,509,28,85,32.7,13.7,84.8,30.3345,14.07,0.00,0.00,2.35,2.35,0.00,0.00
23051,6883,0,89,491,29,85,32.7,13.4,84.9,30.709,14.07,0.00,0.00,2.35,2.35,0.00,0.00
23168,6971,0,89,496,29,85,32.7,13.4,85.6,27.713,13.76,0.00,0.00,2.35,2.35,0.00,0.00
23278,7024,0,89,486,29,85,32.7,9.3,85.6,27.713,13.97,0.00,0.00,2.35,2.35,0.00,0.00
23398,7142,0,89,470,29,85,32.7,9.0,85.6,27.713,13.97,0.00,0.00,2.35,2.35,0.00,0.00
23529,7001,0,14,125,30,85,39.1,3.2,85.6,27.713,14.07,0.00,0.00,2.35,2.35,0.00,0.00
23666,6681,0,14,72,30,85,6.2,1.4,88.0,28.462,14.07,0.00,0.00,2.35,2.35,0.00,0.00
23809,6290,0,14,74,30,85,6.2,1.4,86.6,30.709,13.66,0.00,0.00,2.35,2.35,0.00,0.00
23930,5968,0,14,76,30,85,6.6,1.5,84.0,28.0875,13.66,0.00,0.00,2.35,2.35,0.00,0.00
24060,5709,0,19,94,30,85,20.4,2.4,81.4,31.0835,14.17,0.00,0.00,2.35,2.35,0.00,0.00
24226,5649,0,14,81,30,85,38.3,2.7,79.7,28.0875,14.27,0.00,0.00,2.35,2.35,0.00,0.00
24357,5518,0,14,78,30,85,26.8,2.0,87.0,31.8325,13.36,0.00,0.00,2.35,2.35,0.00,0.00
24477,5378,0,14,81,30,85,19.7,1.9,84.5,28.8365,14.17,0.00,0.00,2.35,2.35,0.00,0.00
24597,5194,0,14,83,30,85,16.3,2.0,81.9,31.458,14.07,0.00,0.00,2.35,2.35,0.00,0.00
24737,4954,0,14,85,30,85,16.3,2.1,79.1,31.0835,13.76,0.00,0.00,2.35,2.35,0.00,0.00
24837,4710,0,14,88,30,85,16.3,2.1,77.0,31.0835,13.76,0.00,0.00,2.35,2.35,0.00,0.00
24967,4486,0,14,89,30,85,16.3,2.2,75.4,29.211,14.27,0.00,0.00,2.35,2.35,0.00,0.00
25088,4288,0,14,89,31,85,16.7,2.2,73.3,28.8365,14.17,0.00,0.00,2.35,2.35,0.00,0.00
25247,3998,0,14,94,31,85,15.2,2.2,70.2,31.458,14.27,0.00,0.00,2.35,2.35,0.00,0.00
25363,3787,0,14,92,31,85,14.4,2.2,66.0,31.458,13.76,0.00,0.00,2.35,2.35,0.00,0.00
25463,3570,0,14,91,32,85,13.0,2.2,63.2,31.0835,13.97,0.00,0.00,2.35,2.35,0.00,0.00
25613,3394,0,14,89,32,85,11.5,2.2,59.7,31.458,14.27,0.00,0.00,2.35,2.35,0.00,0.00
25743,3182,0,14,87,32,85,9.2,2.1,57.1,28.8365,13.66,0.00,0.00,2.35,2.35,0.00,0.00
25890,2921,0,14,82,32,85,7.0,2.1,52.5,29.211,14.27,0.00,0.00,2.35,2.35,0.00,0.00
25990,2711,0,14,76,32,85,4.4,2.0,49.7,29.211,14.07,0.00,0.00,2.35,2.35,0.00,0.00
26130,2511,0,14,76,32,85,1.8,1.9,49.2,31.458,14.17,0.00,0.00,2.35,2.35,0.00,0.00
26230,2320,0,14,81,32,85,-0.5,1.9,48.6,28.8365,14.17,0.00,0.00,2.35,2.35,0.00,0.00
26367,2133,0,14,86,32,85,-1.6,2.1,47.9,28.8365,14.17,0.00,0.00,2.35,2.35,0.00,0.00
26487,1957,0,14,91,32,85,-3.1,2.2,45.7,29.211,14.27,0.00,0.00,2.35,2.35,0.00,0.00
26597,1780,0,14,91,32,85,-4.2,2.2,43.8,29.211,14.17,0.00,0.00,2.35,2.35,0.00,0.00
26728,1619,0,14,93,32,85,-5.7,2.3,41.6,31.0835,14.17,0.00,0.00,2.35,2.35,0.00,0.00
26844,1456,0,14,95,32,85,-5.7,2.3,39.1,28.8365,14.07,0.00,0.00,2.35,2.35,0.00,0.00
26965,1291,0,14,97,32,85,-6.4,2.4,36.1,31.458,13.76,0.00,0.00,2.35,2.35,0.00,0.00
27095,1174,0,14,104,32,85,20.4,3.7,36.4,31.458,14.17,0.00,0.00,2.35,2.35,0.00,0.00
27245,1251,0,14,93,32,85,14.1,2.8,36.0,31.458,14.17,0.00,0.00,2.35,2.35,0.00,0.00
27364,1278,0,14,92,32,85,10.3,2.3,35.6,31.458,14.17,0.00,0.00,2.35,2.35,0.00,0.00
27488,1237,0,14,95,32,85,10.3,2.4,35.7,29.211,14.17,0.00,0.00,2.35,2.35,0.00,0.00
27590,1215,0,14,96,32,85,10.7,2.4,34.4,29.211,14.17,0.00,0.00,2.35,2.35,0.00,0.00
27720,1183,0,14,95,32,85,11.1,2.4,34.4,31.458,14.17,0.00,0.00,2.35,2.35,0.00,0.00
27830,1171,0,14,94,32,85,11.5,2.4,33.8,31.458,14.17,0.00,0.00,2.35,2.35,0.00,0.00
27981,1143,0,14,84,32,85,3.3,2.2,26.8,31.0835,14.17,0.00,0.00,2.35,2.35,0.00,0.00
28131,1058,0,14,87,32,85,7.0,2.1,28.5,29.211,14.17,0.00,0.00,2.35,2.35,0.00,0.00
28232,998,0,14,90,32,85,9.6,2.2,26.8,29.211,14.17,0.00,0.00,2.35,2.35,0.00,0.00
28352,965,0,14,90,32,85,11.1,2.2,25.7,29.211,14.17,0.00,0.00,2.35,2.35,0.00,0.00
28478,941,0,14,89,32,85,12.2,2.2,26.0,29.5855,14.17,0.00,0.00,2.35,2.35,0.00,0.00
