Time (ms),* Engine Speed (RPM),* Vehicle Speed (km/h),* Throttle Position (%),* Engine Load (mg/stroke),* Intake Air Temperature (°C),* Coolant Temperature (°C),* Ignition Angle (°BTDC),* Fuel Injector Pulse Width (ms),* Idle Air Control Valve (%),* VANOS Angle (KW °),* Battery Voltage (VDC),* Lambda Integrator - Bank 1 (%),* Lambda Integrator - Bank 2 (%),* Upstream Lambda Probe Heater - Bank 1 (%),* Upstream Lambda Probe Heater - Bank 2 (%),* Downstream Lambda Probe Heater - Bank 1 (%),* Downstream Lambda Probe Heater - Bank 2 (%)
13842,3509,0,89,562,26,84,28.6,13.2,64.5,56.5495,14.27,0.00,0.00,2.35,2.35,0.00,0.00
13985,3651,0,89,570,26,84,29.4,15.0,67.1,53.928,14.27,0.00,0.00,2.35,2.35,0.00,0.00
14139,3794,0,89,581,26,84,29.4,15.3,69.0,53.5535,13.76,0.00,0.00,2.35,2.35,0.00,0.00
14250,3892,0,89,588,26,84,29.0,15.5,70.6,53.5535,13.66,0.00,0.00,2.35,2.35,0.00,0.00
14370,3957,0,89,593,26,84,29.4,15.5,72.4,53.928,14.27,0.00,0.00,2.35,2.35,0.00,0.00
14490,4069,0,89,601,26,84,29.0,15.8,74.0,53.928,13.76,0.00,0.00,2.35,2.35,0.00,0.00
14591,4156,0,89,599,26,84,29.0,16.0,75.6,53.928,14.27,0.00,0.00,2.35,2.35,0.00,0.00
14731,4257,0,89,603,26,84,28.6,16.3,76.6,53.179,14.07,0.00,0.00,2.35,2.35,0.00,0.00
14861,4334,0,89,600,25,84,29.0,16.5,78.2,51.681,14.27,0.00,0.00,2.35,2.35,0.00,0.00
14971,4449,0,89,602,25,84,29.4,16.8,78.7,44.191,13.76,0.00,0.00,2.35,2.35,0.00,0.00
15097,4529,0,89,605,25,84,29.0,17.0,79.0,44.5655,13.76,0.00,0.00,2.35,2.35,0.00,0.00
15268,4682,0,89,598,25,84,28.6,17.1,79.7,39.3225,13.66,0.00,0.00,2.35,2.35,0.00,0.00
15427,4770,0,89,614,25,84,27.9,17.0,80.5,29.96,14.17,0.00,0.00,2.35,2.35,0.00,0.00
15578,4915,0,89,618,25,84,27.9,17.0,81.0,32.207,14.27,0.00,0.00,2.35,2.35,0.00,0.00
15699,5010,0,89,613,25,84,27.5,16.9,81.6,31.8325,14.17,0.00,0.00,2.35,2.35,0.00,0.00
15820,5102,0,89,616,25,84,27.5,17.2,82.1,32.207,14.17,0.00,0.00,2.35,2.35,0.00,0.00
15930,5184,0,89,627,24,84,27.5,17.3,82.6,31.458,14.17,0.00,0.00,2.35,2.35,0.00,0.00
16060,5276,0,89,614,24,84,27.5,17.2,83.1,28.462,13.76,0.00,0.00,2.35,2.35,0.00,0.00
16216,5426,0,89,624,24,84,27.5,17.5,83.1,29.211,14.07,0.00,0.00,2.35,2.35,0.00,0.00
16327,5501,0,89,612,24,84,27.5,17.7,83.1,31.8325,13.97,0.00,0.00,2.35,2.35,0.00,0.00
16457,5608,0,89,621,24,84,27.9,17.5,83.1,28.8365,13.66,0.00,0.00,2.35,2.35,0.00,0.00
16577,5713,0,89,607,24,84,28.2,17.0,83.1,31.458,14.17,0.00,0.00,2.35,2.35,0.00,0.00
16694,5779,0,89,591,24,84,28.6,16.5,83.1,31.458,13.66,0.00,0.00,2.35,2.35,0.00,0.00
16855,5911,0,89,591,24,84,29.4,15.9,83.1,28.0875,14.17,0.00,0.00,2.35,2.35,0.00,0.00
16965,5997,0,89,588,24,84,29.7,15.6,83.1,28.0875,14.27,0.00,0.00,2.35,2.35,0.00,0.00
17096,6080,0,89,574,24,84,30.1,15.3,83.1,28.0875,14.17,0.00,0.00,2.35,2.35,0.00,0.00
17203,6157,0,89,564,24,84,30.5,14.9,83.1,31.0835,14.17,0.00,0.00,2.35,2.35,0.00,0.00
17334,6235,0,89,555,24,84,31.2,14.7,83.1,30.709,14.17,0.00,0.00,2.35,2.35,0.00,0.00
17434,6317,0,89,541,24,84,31.2,14.6,83.1,28.0875,14.17,0.00,0.00,2.35,2.35,0.00,0.00
17584,6418,0,89,529,24,84,32.0,14.4,83.8,28.462,14.07,0.00,0.00,2.35,2.35,0.00,0.00
17735,6514,0,89,526,24,84,32.4,14.3,83.1,28.0875,14.17,0.00,0.00,2.35,2.35,0.00,0.00
17855,6621,0,89,506,25,84,32.7,13.9,83.1,30.709,14.07,0.00,0.00,2.35,2.35,0.00,0.00
18006,6746,0,89,501,25,84,32.7,13.8,83.1,30.709,13.66,0.00,0.00,2.35,2.35,0.00,0.00
18136,6849,0,89,505,25,84,32.7,13.8,83.1,28.0875,14.07,0.00,0.00,2.35,2.35,0.00,0.00
18238,6946,0,89,500,25,84,32.7,13.6,83.8,27.713,14.07,0.00,0.00,2.35,2.35,0.00,0.00
18368,7029,0,89,489,25,84,32.7,9.3,83.8,27.3385,13.87,0.00,0.00,2.35,2.35,0.00,0.00
18488,6907,0,89,486,25,84,32.7,13.3,83.8,28.0875,13.97,0.00,0.00,2.35,2.35,0.00,0.00
18608,6994,0,89,491,25,84,32.7,13.2,83.8,27.713,13.97,0.00,0.00,2.35,2.35,0.00,0.00
18729,6852,0,14,110,25,84,40.9,2.8,83.8,28.462,13.87,0.00,0.00,2.35,2.35,0.00,0.00
18862,6750,0,14,69,26,84,15.9,1.6,87.5,30.709,14.07,0.00,0.00,2.35,2.35,0.00,0.00
19013,6309,0,14,74,26,84,15.6,1.4,84.5,31.458,14.07,0.00,0.00,2.35,2.35,0.00,0.00
19123,6026,0,14,75,26,84,15.6,1.5,82.0,31.8325,14.07,0.00,0.00,2.35,2.35,0.00,0.00
19254,5740,0,14,75,26,84,15.9,1.5,80.0,31.458,13.66,0.00,0.00,2.35,2.35,0.00,0.00
19369,5477,0,14,77,26,84,15.9,1.8,78.8,29.211,14.07,0.00,0.00,2.35,2.35,0.00,0.00
19490,5216,0,14,80,26,84,15.9,1.9,78.2,31.458,14.17,0.00,0.00,2.35,2.35,0.00,0.00
19601,4978,0,14,83,26,84,16.3,2.0,77.4,31.0835,13.87,0.00,0.00,2.35,2.35,0.00,0.00
19731,4737,0,14,85,26,84,16.3,2.1,75.3,31.0835,13.76,0.00,0.00,2.35,2.35,0.00,0.00
19844,4516,0,14,85,26,84,16.3,2.1,73.5,28.8365,13.76,0.00,0.00,2.35,2.35,0.00,0.00
19974,4293,0,14,88,26,85,16.3,2.1,71.6,31.0835,14.07,0.00,0.00,2.35,2.35,0.00,0.00
20094,4084,0,14,91,26,85,16.3,2.2,70.1,31.458,14.17,0.00,0.00,2.35,2.35,0.00,0.00
20205,3874,0,14,91,26,85,15.9,2.2,66.0,31.458,13.97,0.00,0.00,2.35,2.35,0.00,0.00
20325,3664,0,14,89,26,85,15.2,2.2,62.7,31.458,13.87,0.00,0.00,2.35,2.35,0.00,0.00
20461,3466,0,14,88,27,85,14.1,2.1,59.3,28.462,13.97,0.00,0.00,2.35,2.35,0.00,0.00
20622,3201,0,14,84,27,85,12.2,2.1,54.9,31.8325,14.07,0.00,0.00,2.35,2.35,0.00,0.00
20742,3008,0,14,80,27,85,10.7,2.0,51.9,31.458,14.17,0.00,0.00,2.35,2.35,0.00,0.00
20945,2678,0,14,72,27,85,6.6,1.8,47.1,29.5855,14.27,0.00,0.00,2.35,2.35,0.00,0.00
21096,2415,0,14,73,27,85,4.4,1.8,46.5,31.0835,13.97,0.00,0.00,2.35,2.35,0.00,0.00
21206,2225,0,14,78,27,85,2.9,1.9,46.0,28.8365,14.17,0.00,0.00,2.35,2.35,0.00,0.00
21336,2048,0,14,83,27,85,1.0,2.0,44.6,29.211,14.17,0.00,0.00,2.35,2.35,0.00,0.00
21501,1824,0,14,84,27,85,-0.8,2.1,42.4,31.458,14.17,0.00,0.00,2.35,2.35,0.00,0.00
21652,1594,0,14,85,27,85,-2.3,2.1,39.3,28.8365,14.17,0.00,0.00,2.35,2.35,0.00,0.00
21772,1433,0,14,90,27,85,-3.1,2.2,37.7,31.458,14.17,0.00,0.00,2.35,2.35,0.00,0.00
21892,1282,0,14,92,27,85,-3.5,2.3,34.0,31.8325,14.17,0.00,0.00,2.35,2.35,0.00,0.00
21998,1120,0,14,106,27,85,21.9,3.7,33.5,29.211,14.17,0.00,0.00,2.35,2.35,0.00,0.00
22138,1133,0,14,97,27,85,17.8,3.3,32.4,29.211,14.17,0.00,0.00,2.35,2.35,0.00,0.00
22249,1203,0,14,86,27,85,13.0,2.6,32.2,29.211,14.17,0.00,0.00,2.35,2.35,0.00,0.00
22359,1192,0,14,87,28,85,10.7,2.2,32.2,31.458,14.17,0.00,0.00,2.35,2.35,0.00,0.00
22494,1147,0,14,91,28,85,11.5,2.3,30.4,31.8325,14.17,0.00,0.00,2.35,2.35,0.00,0.00
22613,1114,0,14,90,28,85,11.8,2.3,29.7,31.0835,14.27,0.00,0.00,2.35,2.35,0.00,0.00
22722,1106,0,14,88,28,85,12.2,2.3,29.7,31.458,14.17,0.00,0.00,2.35,2.35,0.00,0.00
22853,1083,0,14,90,28,85,12.6,2.3,29.7,29.5855,14.17,0.00,0.00,2.35,2.35,0.00,0.00
22963,1073,0,14,91,28,85,12.6,2.3,29.1,29.211,14.17,0.00,0.00,2.35,2.35,0.00,0.00
23090,1059,0,14,91,28,85,13.0,2.3,29.1,29.5855,14.17,0.00,0.00,2.35,2.35,0.00,0.00
23201,1057,0,14,91,28,85,13.0,2.3,28.4,29.211,14.17,0.00,0.00,2.35,2.35,0.00,0.00
23341,1051,0,38,1346,28,85,5.9,15.5,24.3,29.211,14.27,0.00,0.00,2.35,2.35,0.00,0.00
23511,1642,0,14,73,28,85,15.9,3.3,46.1,31.0835,14.27,0.00,0.00,2.35,2.35,0.00,0.00
23653,1723,0,14,96,28,85,24.1,2.8,46.2,29.211,14.27,0.00,0.00,2.35,2.35,0.00,0.00
23753,1839,0,14,92,28,85,25.3,2.6,46.2,29.211,14.27,0.00,0.00,2.35,2.35,0.00,0.00
23904,1942,0,14,85,28,85,21.9,2.1,45.7,29.211,13.97,0.00,0.00,2.35,2.35,0.00,0.00
24072,1929,0,15,100,28,85,20.8,2.0,41.5,31.0835,14.27,0.00,0.00,2.35,2.35,0.00,0.00
24217,1893,0,14,86,28,85,25.6,1.9,44.3,28.8365,14.27,0.00,0.00,2.35,2.35,0.00,0.00
24367,1829,0,14,82,28,85,21.9,1.8,41.8,31.458,14.27,0.00,0.00,2.35,2.35,0.00,0.00
24477,1768,0,14,80,28,85,18.9,1.8,40.9,28.8365,14.17,0.00,0.00,2.35,2.35,0.00,0.00
24618,1671,0,14,82,28,85,15.9,1.8,39.9,29.211,14.17,0.00,0.00,2.35,2.35,0.00,0.00
24724,1575,0,14,85,28,85,12.6,1.9,38.7,31.0835,14.27,0.00,0.00,2.35,2.35,0.00,0.00
24864,1472,0,14,86,28,85,9.2,2.0,37.7,29.211,14.17,0.00,0.00,2.35,2.35,0.00,0.00
25004,1353,0,14,88,28,85,5.5,2.1,35.9,29.211,14.17,0.00,0.00,2.35,2.35,0.00,0.00
25129,1280,0,14,89,28,85,2.9,2.1,33.4,29.5855,14.17,0.00,0.00,2.35,2.35,0.00,0.00
25252,1172,0,14,96,28,85,2.9,2.2,35.2,31.0835,14.17,0.00,0.00,2.35,2.35,0.00,0.00
25372,1111,0,14,97,28,85,6.6,2.3,31.1,31.458,14.17,0.00,0.00,2.35,2.35,0.00,0.00
25502,1102,0,14,89,28,86,10.7,2.3,29.7,31.0835,14.07,0.00,0.00,2.35,2.35,0.00,0.00
25656,1107,0,14,88,28,86,12.2,2.2,29.7,29.211,14.17,0.00,0.00,2.35,2.35,0.00,0.00
25755,1104,0,14,88,28,86,12.2,2.2,29.7,29.5855,14.17,0.00,0.00,2.35,2.35,0.00,0.00
25885,1099,0,14,89,28,86,12.2,2.2,29.7,31.458,14.17,0.00,0.00,2.35,2.35,0.00,0.00
25995,1110,0,14,88,28,86,12.2,2.2,29.7,31.458,14.17,0.00,0.00,2.35,2.35,0.00,0.00
26115,1115,0,14,88,28,86,11.8,2.2,29.7,31.458,14.17,0.00,0.00,2.35,2.35,0.00,0.00
26227,1112,0,14,88,28,86,12.2,2.2,29.7,31.458,14.17,0.00,0.00,2.35,2.35,0.00,0.00
26348,1108,0,14,88,28,86,12.2,2.2,29.7,29.5855,14.17,0.00,0.00,2.35,2.35,0.00,0.00
26478,1106,0,14,88,28,86,12.2,2.2,29.7,29.211,14.27,0.00,0.00,2.35,2.35,0.00,0.00
26608,1121,0,14,87,28,86,11.8,2.2,29.7,29.5855,14.27,0.00,0.00,2.35,2.35,0.00,0.00
26715,1121,0,14,87,28,86,11.8,2.2,29.7,29.211,14.27,0.00,0.00,2.35,2.35,0.00,0.00
26852,1117,0,14,87,28,86,11.8,2.3,30.3,31.458,14.27,0.00,0.00,2.35,2.35,0.00,0.00
26972,1108,0,14,86,28,86,4.4,2.1,25.8,31.8325,14.27,0.00,0.00,2.35,2.35,0.00,0.00
27092,1056,0,14,85,28,86,7.0,2.0,26.4,31.458,14.27,0.00,0.00,2.35,2.35,0.00,0.00
27222,1026,0,17,161,28,86,10.0,4.0,13.8,31.8325,14.07,0.00,0.00,2.35,2.35,0.00,0.00
27390,1074,0,14,85,29,86,13.7,3.2,35.9,28.8365,14.27,0.00,0.00,2.35,2.35,0.00,0.00
27540,1173,0,14,95,29,86,11.8,3.0,35.2,31.458,14.27,0.00,0.00,2.35,2.35,0.00,0.00
27681,1271,0,14,90,29,86,10.7,2.6,34.8,29.211,14.27,0.00,0.00,2.35,2.35,0.00,0.00
27801,1290,0,14,87,29,86,10.7,2.5,34.6,31.8325,13.66,0.00,0.00,2.35,2.35,0.00,0.00
27942,1298,0,14,86,29,86,10.7,2.3,34.6,31.0835,14.17,0.00,0.00,2.35,2.35,0.00,0.00
28092,1286,0,14,88,29,86,10.3,2.3,34.6,31.458,14.17,0.00,0.00,2.35,2.35,0.00,0.00
28212,1260,0,14,84,29,86,-0.8,2.1,24.5,31.458,14.17,0.00,0.00,2.35,2.35,0.00,0.00
28345,1150,0,14,85,29,86,2.5,2.0,27.1,29.5855,14.17,0.00,0.00,2.35,2.35,0.00,0.00
28505,1060,0,14,87,29,86,6.6,2.0,27.9,31.0835,14.27,0.00,0.00,2.35,2.35,0.00,0.00
28685,1022,0,14,88,29,86,8.5,2.1,26.7,31.458,14.17,0.00,0.00,2.35,2.35,0.00,0.00
