Time (ms),* Engine Speed (RPM),* Vehicle Speed (km/h),* Throttle Position (%),* Engine Load (mg/stroke),* Intake Air Temperature (°C),* Coolant Temperature (°C),* Ignition Angle (°BTDC),* Fuel Injector Pulse Width (ms),* Idle Air Control Valve (%),* VANOS Angle (KW °),* Battery Voltage (VDC),* Lambda Integrator - Bank 1 (%),* Lambda Integrator - Bank 2 (%),* Upstream Lambda Probe Heater - Bank 1 (%),* Upstream Lambda Probe Heater - Bank 2 (%),* Downstream Lambda Probe Heater - Bank 1 (%),* Downstream Lambda Probe Heater - Bank 2 (%)
2524,1699,0,16,129,26,81,28.2,2.9,41.2,29.211,14.27,0.00,0.00,2.35,2.35,0.00,0.00
2644,1629,0,16,122,26,81,27.9,3.0,39.9,31.458,13.87,0.00,0.00,2.35,2.35,0.00,0.00
2764,1701,0,16,116,26,81,28.2,3.0,41.2,31.458,14.17,0.00,0.00,2.35,2.35,0.00,0.00
2885,1774,0,16,116,26,81,28.2,2.9,42.1,29.211,14.17,0.00,0.00,2.35,2.35,0.00,0.00
3005,1767,0,16,117,26,81,27.9,2.9,42.1,29.211,14.27,0.00,0.00,2.35,2.35,0.00,0.00
3115,1834,0,16,110,26,81,28.2,2.9,42.4,31.0835,14.17,0.00,0.00,2.35,2.35,0.00,0.00
3255,1895,0,16,112,26,81,28.2,2.8,43.7,31.0835,14.27,0.00,0.00,2.35,2.35,0.00,0.00
3354,1895,0,16,115,26,81,28.2,2.8,43.7,31.0835,14.27,0.00,0.00,2.35,2.35,0.00,0.00
3474,1947,0,16,112,26,81,28.6,2.8,44.6,31.0835,14.17,0.00,0.00,2.35,2.35,0.00,0.00
3604,2004,0,16,111,26,81,29.0,2.8,45.4,31.0835,14.27,0.00,0.00,2.35,2.35,0.00,0.00
3715,2012,0,16,112,27,81,29.0,2.8,45.4,31.0835,14.27,0.00,0.00,2.35,2.35,0.00,0.00
3845,2073,0,16,112,27,81,29.7,2.8,45.8,31.458,14.27,0.00,0.00,2.35,2.35,0.00,0.00
3975,2089,0,16,110,27,81,29.4,2.8,46.3,31.0835,14.27,0.00,0.00,2.35,2.35,0.00,0.00
4085,2143,0,16,110,27,81,29.7,2.7,46.5,31.0835,14.07,0.00,0.00,2.35,2.35,0.00,0.00
4195,2150,0,16,111,26,81,29.7,2.7,46.9,28.8365,14.07,0.00,0.00,2.35,2.35,0.00,0.00
4315,2178,0,16,109,26,81,30.1,2.7,46.9,28.8365,14.07,0.00,0.00,2.35,2.35,0.00,0.00
4446,2206,0,16,109,26,81,30.1,2.7,47.1,28.8365,13.87,0.00,0.00,2.35,2.35,0.00,0.00
4556,2209,0,16,109,26,81,30.1,2.7,47.8,30.709,14.27,0.00,0.00,2.35,2.35,0.00,0.00
4686,2238,0,16,109,27,81,30.5,2.7,47.8,30.709,14.27,0.00,0.00,2.35,2.35,0.00,0.00
4795,2253,0,16,107,27,81,30.5,2.7,47.8,28.8365,13.66,0.00,0.00,2.35,2.35,0.00,0.00
4925,2284,0,16,105,27,81,30.5,2.6,47.8,28.8365,13.87,0.00,0.00,2.35,2.35,0.00,0.00
5035,2293,0,16,106,27,81,30.5,2.6,47.8,31.0835,14.27,0.00,0.00,2.35,2.35,0.00,0.00
5165,2317,0,16,104,27,81,30.5,2.6,47.8,31.458,14.27,0.00,0.00,2.35,2.35,0.00,0.00
5266,2331,0,16,103,27,81,30.5,2.6,47.8,28.8365,14.17,0.00,0.00,2.35,2.35,0.00,0.00
5396,2337,0,16,105,27,81,30.5,2.6,48.0,32.207,14.27,0.00,0.00,2.35,2.35,0.00,0.00
5506,2358,0,16,102,27,81,30.5,2.5,48.0,32.207,14.27,0.00,0.00,2.35,2.35,0.00,0.00
5646,2365,0,16,101,27,81,30.9,2.5,48.0,29.211,14.27,0.00,0.00,2.35,2.35,0.00,0.00
5746,2376,0,16,101,27,81,30.9,2.5,48.0,31.8325,13.97,0.00,0.00,2.35,2.35,0.00,0.00
5886,2378,0,16,101,27,81,30.9,2.5,48.0,29.5855,13.66,0.00,0.00,2.35,2.35,0.00,0.00
5986,2396,0,16,101,27,81,30.9,2.5,48.0,29.5855,14.27,0.00,0.00,2.35,2.35,0.00,0.00
6127,2404,0,16,100,27,81,30.9,2.5,48.0,31.8325,13.97,0.00,0.00,2.35,2.35,0.00,0.00
6227,2402,0,16,101,27,81,30.9,2.5,48.0,29.5855,14.27,0.00,0.00,2.35,2.35,0.00,0.00
6366,2405,0,16,99,27,81,30.9,2.5,48.0,31.458,14.27,0.00,0.00,2.35,2.35,0.00,0.00
6486,2405,0,16,101,27,81,30.9,2.5,48.0,29.5855,13.76,0.00,0.00,2.35,2.35,0.00,0.00
6617,2423,0,16,99,27,81,31.2,2.5,48.0,29.5855,14.27,0.00,0.00,2.35,2.35,0.00,0.00
6717,2427,0,16,98,27,81,30.9,2.4,48.0,31.8325,13.76,0.00,0.00,2.35,2.35,0.00,0.00
6847,2427,0,16,100,27,81,31.2,2.5,48.0,29.211,14.27,0.00,0.00,2.35,2.35,0.00,0.00
6967,2427,0,16,99,27,81,30.9,2.4,48.0,32.207,14.07,0.00,0.00,2.35,2.35,0.00,0.00
7098,2430,0,16,101,27,81,31.2,2.5,48.2,29.5855,14.07,0.00,0.00,2.35,2.35,0.00,0.00
7208,2427,0,16,100,27,81,31.2,2.5,48.2,31.458,14.27,0.00,0.00,2.35,2.35,0.00,0.00
7328,2427,0,16,99,27,81,30.9,2.5,48.2,29.211,13.97,0.00,0.00,2.35,2.35,0.00,0.00
7438,2438,0,16,100,27,81,30.9,2.5,48.0,29.5855,14.27,0.00,0.00,2.35,2.35,0.00,0.00
7578,2441,0,16,99,27,81,30.5,2.4,48.2,31.8325,14.07,0.00,0.00,2.35,2.35,0.00,0.00
7668,2440,0,16,99,27,81,30.5,2.4,48.0,29.5855,14.07,0.00,0.00,2.35,2.35,0.00,0.00
7799,2434,0,16,99,27,81,30.5,2.5,48.0,31.8325,14.27,0.00,0.00,2.35,2.35,0.00,0.00
7920,2436,0,16,98,27,81,30.5,2.4,48.0,29.5855,13.87,0.00,0.00,2.35,2.35,0.00,0.00
8050,2427,0,16,99,27,81,30.5,2.4,48.2,31.8325,14.27,0.00,0.00,2.35,2.35,0.00,0.00
8169,2430,0,16,100,27,81,30.9,2.5,48.2,29.211,14.17,0.00,0.00,2.35,2.35,0.00,0.00
8290,2428,0,16,99,27,81,30.5,2.4,48.2,32.207,13.97,0.00,0.00,2.35,2.35,0.00,0.00
8391,2444,0,16,98,27,81,30.5,2.4,48.2,32.207,14.27,0.00,0.00,2.35,2.35,0.00,0.00
8531,2438,0,16,99,27,81,30.9,2.5,48.2,29.211,13.97,0.00,0.00,2.35,2.35,0.00,0.00
8631,2435,0,16,101,27,81,30.9,2.5,48.2,31.8325,14.27,0.00,0.00,2.35,2.35,0.00,0.00
8761,2434,0,16,101,27,81,30.9,2.5,48.0,29.211,14.17,0.00,0.00,2.35,2.35,0.00,0.00
8881,2437,0,16,99,27,81,30.5,2.5,48.2,32.207,13.97,0.00,0.00,2.35,2.35,0.00,0.00
9011,2429,0,16,101,27,81,30.9,2.5,48.2,29.5855,14.27,0.00,0.00,2.35,2.35,0.00,0.00
9120,2435,0,16,99,27,81,30.9,2.5,48.2,31.458,13.66,0.00,0.00,2.35,2.35,0.00,0.00
9240,2432,0,16,98,27,81,30.5,2.4,48.2,29.96,13.87,0.00,0.00,2.35,2.35,0.00,0.00
10241,2452,0,16,99,27,81,30.9,2.5,48.2,29.5855,13.76,0.00,0.00,2.35,2.35,0.00,0.00
10362,2448,0,16,99,27,81,30.9,2.5,48.2,31.8325,14.27,0.00,0.00,2.35,2.35,0.00,0.00
10483,2450,0,16,98,27,81,30.5,2.4,48.2,29.5855,14.27,0.00,0.00,2.35,2.35,0.00,0.00
10593,2444,0,16,98,27,81,30.5,2.4,48.2,31.8325,13.97,0.00,0.00,2.35,2.35,0.00,0.00
10733,2448,0,16,98,27,81,30.9,2.5,48.2,29.5855,13.97,0.00,0.00,2.35,2.35,0.00,0.00
10853,2442,0,16,99,27,81,30.5,2.4,48.2,31.8325,14.27,0.00,0.00,2.35,2.35,0.00,0.00
10963,2443,0,16,100,27,81,30.9,2.5,48.2,29.96,13.66,0.00,0.00,2.35,2.35,0.00,0.00
11093,2444,0,16,99,27,81,30.5,2.4,48.2,31.8325,13.97,0.00,0.00,2.35,2.35,0.00,0.00
11203,2453,0,16,100,27,81,30.9,2.5,48.2,31.8325,14.27,0.00,0.00,2.35,2.35,0.00,0.00
11333,2459,0,16,98,27,81,30.5,2.4,48.2,29.211,14.27,0.00,0.00,2.35,2.35,0.00,0.00
11433,2453,0,16,98,27,81,30.5,2.4,48.2,32.207,14.07,0.00,0.00,2.35,2.35,0.00,0.00
11563,2456,0,16,98,27,81,30.5,2.4,48.2,29.5855,14.27,0.00,0.00,2.35,2.35,0.00,0.00
11673,2446,0,16,99,27,81,30.5,2.4,48.2,31.458,14.27,0.00,0.00,2.35,2.35,0.00,0.00
11803,2454,0,16,99,27,81,30.5,2.4,48.2,29.5855,13.76,0.00,0.00,2.35,2.35,0.00,0.00
11933,2448,0,16,99,27,81,30.9,2.5,48.2,31.8325,14.07,0.00,0.00,2.35,2.35,0.00,0.00
12043,2443,0,16,99,27,81,30.5,2.4,48.2,29.5855,14.27,0.00,0.00,2.35,2.35,0.00,0.00
12153,2445,0,16,98,27,81,30.5,2.5,48.2,31.458,14.17,0.00,0.00,2.35,2.35,0.00,0.00
12283,2448,0,16,98,27,81,30.5,2.4,48.2,29.5855,13.97,0.00,0.00,2.35,2.35,0.00,0.00
12403,2457,0,16,99,27,81,30.9,2.5,48.2,29.96,14.27,0.00,0.00,2.35,2.35,0.00,0.00
12523,2457,0,16,98,27,81,30.5,2.4,48.2,31.8325,14.27,0.00,0.00,2.35,2.35,0.00,0.00
12653,2457,0,16,100,27,81,30.9,2.5,48.2,29.211,13.76,0.00,0.00,2.35,2.35,0.00,0.00
12763,2455,0,16,100,27,81,30.9,2.5,48.2,31.8325,13.97,0.00,0.00,2.35,2.35,0.00,0.00
12893,2451,0,16,101,27,81,30.9,2.5,48.2,29.211,14.27,0.00,0.00,2.35,2.35,0.00,0.00
13014,2452,0,16,99,27,81,30.5,2.4,48.2,31.458,14.27,0.00,0.00,2.35,2.35,0.00,0.00
13134,2452,0,16,100,27,81,30.9,2.5,48.2,29.5855,13.87,0.00,0.00,2.35,2.35,0.00,0.00
13244,2449,0,16,104,27,81,30.9,2.6,48.2,31.8325,14.27,0.00,0.00,2.35,2.35,0.00,0.00
13384,2457,0,17,119,27,81,31.6,2.9,49.1,29.5855,14.27,0.00,0.00,2.35,2.35,0.00,0.00
13544,2519,0,18,138,27,81,31.6,3.4,49.5,29.96,14.17,0.00,0.00,2.35,2.35,0.00,0.00
13694,2606,0,18,135,27,81,32.4,3.4,49.7,32.207,13.87,0.00,0.00,2.35,2.35,0.00,0.00
13814,2668,0,18,133,27,81,33.1,3.3,50.0,29.96,14.27,0.00,0.00,2.35,2.35,0.00,0.00
13944,2737,0,16,121,27,81,34.2,3.2,50.4,29.5855,13.76,0.00,0.00,2.35,2.35,0.00,0.00
14114,2750,0,14,80,27,81,30.5,2.2,54.2,31.8325,13.87,0.00,0.00,2.35,2.35,0.00,0.00
14244,2710,0,14,85,27,81,27.9,2.1,51.8,29.5855,14.27,0.00,0.00,2.35,2.35,0.00,0.00
14344,2652,0,14,79,27,81,25.6,2.0,50.2,29.5855,14.27,0.00,0.00,2.35,2.35,0.00,0.00
14504,2590,0,14,77,27,81,23.4,1.9,49.3,31.8325,14.27,0.00,0.00,2.35,2.35,0.00,0.00
14654,2475,0,14,76,26,81,20.0,1.9,48.9,29.5855,14.27,0.00,0.00,2.35,2.35,0.00,0.00
14764,2391,0,14,79,26,81,18.2,1.9,48.7,31.8325,13.66,0.00,0.00,2.35,2.35,0.00,0.00
14895,2323,0,15,97,26,81,16.3,2.1,48.4,31.8325,14.27,0.00,0.00,2.35,2.35,0.00,0.00
15056,2227,0,16,116,26,81,23.0,2.9,47.8,31.0835,14.27,0.00,0.00,2.35,2.35,0.00,0.00
15217,2084,0,17,137,27,81,28.6,3.3,46.7,31.0835,14.27,0.00,0.00,2.35,2.35,0.00,0.00
15378,1665,0,18,165,27,81,24.5,4.1,40.6,28.8365,14.27,0.00,0.00,2.35,2.35,0.00,0.00
15529,1720,0,18,172,27,81,23.8,4.3,41.2,28.8365,14.27,0.00,0.00,2.35,2.35,0.00,0.00
15649,1702,0,19,198,27,81,21.9,4.8,40.6,28.8365,13.87,0.00,0.00,2.35,2.35,0.00,0.00
15779,1811,0,20,216,27,81,21.2,5.3,44.0,28.8365,14.17,0.00,0.00,2.35,2.35,0.00,0.00
15939,1920,0,21,237,27,81,19.7,5.8,45.8,32.5815,14.17,0.00,0.00,2.35,2.35,0.00,0.00
16050,2032,0,22,254,27,81,19.3,6.3,47.6,35.203,14.17,0.00,0.00,2.35,2.35,0.00,0.00
16180,2147,0,23,274,27,81,20.4,6.7,49.3,37.8245,14.27,0.00,0.00,2.35,2.35,0.00,0.00
16340,2320,0,23,276,27,81,21.9,6.8,50.6,42.3185,14.27,0.00,0.00,2.35,2.35,0.00,0.00
16450,2465,0,22,256,27,81,23.4,6.4,51.3,43.0675,13.87,0.00,0.00,2.35,2.35,0.00,0.00
16589,2565,0,14,90,27,81,32.0,3.4,57.2,47.936,13.76,0.00,0.00,2.35,2.35,0.00,0.00
16740,2660,0,14,97,27,81,30.9,2.5,55.3,49.8085,13.76,0.00,0.00,2.35,2.35,0.00,0.00
16850,2693,0,14,91,27,81,29.0,2.3,53.9,54.677,13.87,0.00,0.00,2.35,2.35,0.00,0.00
16970,2672,0,14,86,27,81,26.8,2.2,52.2,53.5535,14.17,0.00,0.00,2.35,2.35,0.00,0.00
17090,2610,0,14,82,27,81,24.5,2.1,50.6,53.928,13.87,0.00,0.00,2.35,2.35,0.00,0.00
17221,2535,0,14,79,26,81,22.3,2.0,49.3,56.175,14.27,0.00,0.00,2.35,2.35,0.00,0.00
17381,2409,0,14,78,26,81,18.5,1.9,48.9,54.3025,14.07,0.00,0.00,2.35,2.35,0.00,0.00
17481,2314,0,14,85,26,81,16.7,2.0,48.7,48.3105,14.27,0.00,0.00,2.35,2.35,0.00,0.00
17611,2210,0,14,95,26,81,14.8,2.2,48.7,46.8125,14.27,0.00,0.00,2.35,2.35,0.00,0.00
17731,2059,0,15,112,26,81,13.7,2.5,46.9,43.8165,14.27,0.00,0.00,2.35,2.35,0.00,0.00
17851,1982,0,15,114,26,81,15.9,2.8,45.6,40.8205,14.27,0.00,0.00,2.35,2.35,0.00,0.00
17961,2058,0,16,112,26,81,23.4,2.8,46.1,37.8245,14.27,0.00,0.00,2.35,2.35,0.00,0.00
18101,1983,0,16,117,26,81,28.6,2.9,45.2,35.203,13.87,0.00,0.00,2.35,2.35,0.00,0.00
18261,2055,0,16,112,26,81,28.2,2.8,45.8,29.211,14.27,0.00,0.00,2.35,2.35,0.00,0.00
18361,2022,0,16,116,26,81,27.9,2.9,45.6,29.211,14.17,0.00,0.00,2.35,2.35,0.00,0.00
18491,2056,0,16,114,26,81,27.9,2.8,46.1,31.0835,14.07,0.00,0.00,2.35,2.35,0.00,0.00
18601,2040,0,15,108,26,81,27.9,2.7,47.4,31.0835,13.97,0.00,0.00,2.35,2.35,0.00,0.00
18742,2048,0,14,92,26,81,26.8,2.5,48.0,30.709,14.27,0.00,0.00,2.35,2.35,0.00,0.00
18892,2045,0,14,85,26,81,24.1,2.3,46.7,28.8365,14.27,0.00,0.00,2.35,2.35,0.00,0.00
19002,2032,0,14,86,26,81,22.3,2.2,46.7,28.8365,14.27,0.00,0.00,2.35,2.35,0.00,0.00
19132,2024,0,14,86,26,81,21.2,2.2,46.5,28.8365,14.07,0.00,0.00,2.35,2.35,0.00,0.00
19242,2015,0,14,85,26,81,19.7,2.1,46.5,28.8365,13.76,0.00,0.00,2.35,2.35,0.00,0.00
19372,2000,0,14,85,26,81,18.5,2.2,46.5,29.211,13.87,0.00,0.00,2.35,2.35,0.00,0.00
19481,1975,0,14,87,26,81,16.7,2.2,46.1,29.211,14.17,0.00,0.00,2.35,2.35,0.00,0.00
19601,1947,0,14,87,26,81,15.6,2.2,45.8,29.211,14.27,0.00,0.00,2.35,2.35,0.00,0.00
19711,1932,0,14,87,26,81,14.4,2.2,45.8,29.211,14.07,0.00,0.00,2.35,2.35,0.00,0.00
19841,1903,0,14,87,26,81,12.6,2.2,45.4,29.211,14.27,0.00,0.00,2.35,2.35,0.00,0.00
19961,1851,0,14,89,26,81,11.1,2.2,45.2,29.211,14.17,0.00,0.00,2.35,2.35,0.00,0.00
20092,1842,0,14,88,26,81,10.0,2.2,44.9,31.458,13.87,0.00,0.00,2.35,2.35,0.00,0.00
20213,1816,0,18,117,26,81,10.7,2.9,43.0,31.458,13.97,0.00,0.00,2.35,2.35,0.00,0.00
20334,1869,0,23,278,26,81,18.2,6.3,45.6,31.458,13.97,0.00,0.00,2.35,2.35,0.00,0.00
20445,1832,0,24,349,26,81,15.2,8.6,44.6,30.3345,14.17,0.00,0.00,2.35,2.35,0.00,0.00
20575,1960,0,25,324,26,81,15.6,8.3,46.9,32.5815,14.27,0.00,0.00,2.35,2.35,0.00,0.00
20735,2126,0,25,300,26,81,19.3,7.7,48.9,36.701,14.27,0.00,0.00,2.35,2.35,0.00,0.00
20845,2253,0,25,295,26,81,20.0,7.5,50.4,39.3225,14.27,0.00,0.00,2.35,2.35,0.00,0.00
20976,2362,0,25,292,26,81,20.8,7.4,50.6,45.689,14.27,0.00,0.00,2.35,2.35,0.00,0.00
21086,2476,0,25,287,26,81,21.9,7.2,51.3,46.438,13.97,0.00,0.00,2.35,2.35,0.00,0.00
21216,2586,0,25,279,26,81,23.4,7.0,51.9,51.681,14.17,0.00,0.00,2.35,2.35,0.00,0.00
21326,2678,0,25,271,26,81,24.1,6.9,52.6,51.681,13.87,0.00,0.00,2.35,2.35,0.00,0.00
21457,2738,0,25,269,26,81,24.5,6.8,52.8,56.175,14.17,0.00,0.00,2.35,2.35,0.00,0.00
21547,2732,0,25,273,26,81,24.5,6.8,52.8,56.5495,14.27,0.00,0.00,2.35,2.35,0.00,0.00
21677,2680,0,25,275,26,81,24.1,6.8,52.8,53.928,13.87,0.00,0.00,2.35,2.35,0.00,0.00
21797,2576,0,25,284,26,81,23.0,7.0,52.6,54.3025,13.87,0.00,0.00,2.35,2.35,0.00,0.00
21938,2489,0,25,291,26,81,21.9,7.1,51.9,56.175,14.07,0.00,0.00,2.35,2.35,0.00,0.00
22038,2429,0,25,299,26,81,21.2,7.3,51.3,56.175,14.27,0.00,0.00,2.35,2.35,0.00,0.00
22179,2397,0,25,301,26,81,21.2,7.4,51.9,53.928,13.97,0.00,0.00,2.35,2.35,0.00,0.00
22289,2376,0,25,318,26,81,20.0,7.7,52.3,56.175,13.66,0.00,0.00,2.35,2.35,0.00,0.00
22419,2369,0,26,335,26,81,19.7,8.1,53.0,53.928,14.27,0.00,0.00,2.35,2.35,0.00,0.00
22569,2395,0,28,376,26,81,19.3,9.1,55.2,53.928,14.27,0.00,0.00,2.35,2.35,0.00,0.00
22669,2399,0,29,402,26,81,19.3,9.8,55.4,56.175,14.17,0.00,0.00,2.35,2.35,0.00,0.00
22809,2396,0,31,423,26,81,19.7,10.5,55.4,53.928,14.27,0.00,0.00,2.35,2.35,0.00,0.00
22909,2400,0,34,452,26,81,19.3,11.2,55.4,56.175,14.07,0.00,0.00,2.35,2.35,0.00,0.00
23059,2402,0,37,465,26,81,19.3,11.8,55.2,56.5495,14.17,0.00,0.00,2.35,2.35,0.00,0.00
23169,2385,0,40,472,26,81,18.9,12.0,55.2,54.3025,14.17,0.00,0.00,2.35,2.35,0.00,0.00
23289,2352,0,45,486,26,81,18.5,12.0,55.2,56.5495,14.17,0.00,0.00,2.35,2.35,0.00,0.00
23409,2311,0,52,505,26,81,18.2,12.1,54.9,53.928,14.07,0.00,0.00,2.35,2.35,0.00,0.00
23529,2301,0,61,483,26,81,18.2,12.0,54.9,53.5535,14.17,0.00,0.00,2.35,2.35,0.00,0.00
23639,2274,0,71,486,25,81,18.2,11.9,54.9,56.5495,14.17,0.00,0.00,2.35,2.35,0.00,0.00
23779,2265,0,85,467,25,81,17.8,11.8,54.7,56.5495,13.87,0.00,0.00,2.35,2.35,0.00,0.00
23889,2218,0,89,480,25,81,17.1,11.8,54.7,53.928,14.17,0.00,0.00,2.35,2.35,0.00,0.00
23999,2213,0,89,473,25,81,17.1,11.8,54.7,53.928,14.17,0.00,0.00,2.35,2.35,0.00,0.00
24120,2215,0,89,460,25,81,17.4,11.6,54.7,55.8005,14.17,0.00,0.00,2.35,2.35,0.00,0.00
24251,2258,0,89,463,25,81,18.2,11.5,54.7,56.175,14.27,0.00,0.00,2.35,2.35,0.00,0.00
24362,2336,0,89,481,25,81,18.5,11.7,55.2,53.928,14.27,0.00,0.00,2.35,2.35,0.00,0.00
24492,2463,0,89,476,25,81,19.7,11.7,55.6,57.2985,14.07,0.00,0.00,2.35,2.35,0.00,0.00
24602,2584,0,89,470,25,81,20.8,11.7,55.8,54.3025,13.76,0.00,0.00,2.35,2.35,0.00,0.00
24732,2710,0,89,475,24,81,22.3,11.7,56.5,56.924,13.76,0.00,0.00,2.35,2.35,0.00,0.00
24841,2840,0,89,502,24,81,23.4,11.9,56.9,56.924,13.97,0.00,0.00,2.35,2.35,0.00,0.00
24972,2959,0,89,513,24,81,24.5,12.1,58.8,53.928,14.17,0.00,0.00,2.35,2.35,0.00,0.00
25092,3080,0,89,521,24,81,25.6,12.3,60.1,54.3025,14.27,0.00,0.00,2.35,2.35,0.00,0.00
25212,3195,0,89,540,24,81,26.8,12.7,61.4,56.5495,14.27,0.00,0.00,2.35,2.35,0.00,0.00
25323,3323,0,89,534,24,81,27.5,12.7,63.8,56.175,13.76,0.00,0.00,2.35,2.35,0.00,0.00
25453,3415,0,89,539,24,81,28.2,12.9,64.7,53.928,13.76,0.00,0.00,2.35,2.35,0.00,0.00
25564,3489,0,89,556,24,81,28.6,13.1,66.4,56.5495,13.66,0.00,0.00,2.35,2.35,0.00,0.00
25685,3608,0,89,568,24,81,29.4,13.4,67.7,53.928,13.66,0.00,0.00,2.35,2.35,0.00,0.00
25795,3719,0,89,584,24,81,29.4,14.9,69.3,56.5495,13.76,0.00,0.00,2.35,2.35,0.00,0.00
25935,3815,0,89,595,24,81,29.4,15.2,71.4,56.924,14.17,0.00,0.00,2.35,2.35,0.00,0.00
26036,3919,0,89,598,24,81,29.4,15.2,73.0,57.2985,13.66,0.00,0.00,2.35,2.35,0.00,0.00
26176,4021,0,89,575,23,81,29.7,15.3,75.3,53.928,14.07,0.00,0.00,2.35,2.35,0.00,0.00
26286,4104,0,89,588,23,81,30.1,15.5,76.4,57.2985,13.87,0.00,0.00,2.35,2.35,0.00,0.00
26406,4181,0,89,605,23,81,30.1,15.8,77.9,56.5495,13.76,0.00,0.00,2.35,2.35,0.00,0.00
26506,4301,0,89,601,23,81,30.1,16.1,79.7,55.8005,14.27,0.00,0.00,2.35,2.35,0.00,0.00
26647,4393,0,89,600,23,81,30.1,16.4,80.3,48.3105,14.27,0.00,0.00,2.35,2.35,0.00,0.00
26748,4480,0,89,605,23,81,30.1,16.6,80.8,47.936,13.66,0.00,0.00,2.35,2.35,0.00,0.00
26888,4593,0,89,614,23,81,30.1,16.9,81.3,40.446,14.17,0.00,0.00,2.35,2.35,0.00,0.00
27008,4698,0,89,599,23,81,29.7,16.8,81.8,40.0715,14.17,0.00,0.00,2.35,2.35,0.00,0.00
27128,4773,0,89,619,23,81,29.0,16.8,82.4,36.3265,13.97,0.00,0.00,2.35,2.35,0.00,0.00
27528,5117,0,89,627,23,81,27.5,16.3,83.9,28.462,13.76,0.00,0.00,2.35,2.35,0.00,0.00
27658,5215,0,89,614,23,81,27.5,15.9,84.4,28.8365,14.07,0.00,0.00,2.35,2.35,0.00,0.00
27809,5338,0,89,612,23,81,27.5,16.0,85.0,28.462,13.76,0.00,0.00,2.35,2.35,0.00,0.00
27929,5411,0,89,633,23,81,27.5,16.2,85.0,31.8325,13.97,0.00,0.00,2.35,2.35,0.00,0.00
28039,5534,0,89,627,23,81,27.1,16.4,85.0,28.462,13.76,0.00,0.00,2.35,2.35,0.00,0.00
28169,5604,0,89,626,23,81,27.5,16.3,85.0,31.458,14.17,0.00,0.00,2.35,2.35,0.00,0.00
28279,5718,0,89,611,23,81,27.9,16.1,85.0,28.8365,14.17,0.00,0.00,2.35,2.35,0.00,0.00
28409,5815,0,89,603,23,81,28.2,15.8,85.0,28.462,13.56,0.00,0.00,2.35,2.35,0.00,0.00
28520,5880,0,89,594,23,81,28.2,15.7,85.6,28.0875,14.17,0.00,0.00,2.35,2.35,0.00,0.00
