Time (ms),* Engine Speed (RPM),* Vehicle Speed (km/h),* Throttle Position (%),* Engine Load (mg/stroke),* Intake Air Temperature (°C),* Coolant Temperature (°C),* Ignition Angle (°BTDC),* Fuel Injector Pulse Width (ms),* Idle Air Control Valve (%),* VANOS Angle (KW °),* Battery Voltage (VDC),* Lambda Integrator - Bank 1 (%),* Lambda Integrator - Bank 2 (%),* Upstream Lambda Probe Heater - Bank 1 (%),* Upstream Lambda Probe Heater - Bank 2 (%),* Downstream Lambda Probe Heater - Bank 1 (%),* Downstream Lambda Probe Heater - Bank 2 (%)
1920,790,0,14,96,31,86,13.7,2.4,23.6,31.8325,14.27,0.00,0.00,2.35,2.35,0.00,0.00
2030,790,0,14,94,31,86,13.3,2.4,23.5,29.5855,14.27,0.00,0.00,2.35,2.35,0.00,0.00
2161,786,0,14,96,31,86,13.7,2.4,23.4,29.5855,14.17,0.00,0.00,2.35,2.35,0.00,0.00
2281,793,0,14,94,31,86,13.3,2.4,23.3,31.8325,14.17,0.00,0.00,2.35,2.35,0.00,0.00
2401,794,0,14,94,31,86,13.3,2.4,23.2,31.8325,14.27,0.00,0.00,2.35,2.35,0.00,0.00
2501,796,0,14,93,31,86,13.3,2.4,23.1,31.8325,14.17,0.00,0.00,2.35,2.35,0.00,0.00
2641,803,0,14,93,31,86,13.3,2.4,23.0,29.211,14.17,0.00,0.00,2.35,2.35,0.00,0.00
2761,810,0,14,92,31,86,13.0,2.3,22.8,29.5855,14.17,0.00,0.00,2.35,2.35,0.00,0.00
2881,813,0,14,93,31,86,13.0,2.3,22.7,31.8325,14.17,0.00,0.00,2.35,2.35,0.00,0.00
2991,800,0,14,93,31,86,13.3,2.3,22.6,31.8325,13.76,0.00,0.00,2.35,2.35,0.00,0.00
3131,790,0,14,91,31,86,13.7,2.3,22.5,31.8325,14.27,0.00,0.00,2.35,2.35,0.00,0.00
3241,784,0,14,95,31,86,13.7,2.3,22.3,29.211,14.17,0.00,0.00,2.35,2.35,0.00,0.00
3361,781,0,14,95,31,86,13.7,2.3,22.2,29.5855,14.17,0.00,0.00,2.35,2.35,0.00,0.00
3471,784,0,14,91,31,86,13.7,2.3,22.1,31.8325,14.17,0.00,0.00,2.35,2.35,0.00,0.00
3602,786,0,14,93,31,86,13.7,2.3,21.9,31.8325,14.27,0.00,0.00,2.35,2.35,0.00,0.00
3702,792,0,14,90,31,86,13.3,2.3,21.8,29.5855,14.17,0.00,0.00,2.35,2.35,0.00,0.00
3832,794,0,14,90,31,86,13.3,2.3,21.6,29.5855,14.17,0.00,0.00,2.35,2.35,0.00,0.00
3952,788,0,14,91,31,86,13.7,2.3,21.4,29.5855,14.17,0.00,0.00,2.35,2.35,0.00,0.00
4082,779,0,14,90,31,86,13.7,2.3,21.3,31.458,14.27,0.00,0.00,2.35,2.35,0.00,0.00
4403,767,0,14,90,31,86,14.1,2.3,21.0,31.458,14.27,0.00,0.00,2.35,2.35,0.00,0.00
4513,763,0,14,92,31,86,14.1,2.3,20.9,31.8325,14.17,0.00,0.00,2.35,2.35,0.00,0.00
4644,760,0,14,91,31,86,14.1,2.3,20.8,29.5855,13.87,0.00,0.00,2.35,2.35,0.00,0.00
4753,760,0,14,92,31,86,14.1,2.3,20.7,29.96,14.27,0.00,0.00,2.35,2.35,0.00,0.00
4883,768,0,14,88,31,86,14.1,2.3,20.6,31.8325,14.17,0.00,0.00,2.35,2.35,0.00,0.00
4994,760,0,14,92,31,86,14.1,2.3,20.5,31.458,14.27,0.00,0.00,2.35,2.35,0.00,0.00
5135,757,0,14,93,31,86,14.4,2.3,21.3,29.96,14.17,0.00,0.00,2.35,2.35,0.00,0.00
5285,760,0,14,92,32,86,14.1,2.3,20.3,29.5855,14.17,0.00,0.00,2.35,2.35,0.00,0.00
5385,765,0,14,92,32,86,14.1,2.3,20.2,29.5855,14.17,0.00,0.00,2.35,2.35,0.00,0.00
5515,767,0,14,90,32,86,14.1,2.3,20.1,31.8325,14.27,0.00,0.00,2.35,2.35,0.00,0.00
5635,771,0,14,87,32,86,13.7,2.3,20.0,31.458,14.27,0.00,0.00,2.35,2.35,0.00,0.00
5765,766,0,14,83,32,86,14.1,2.2,19.9,31.8325,14.27,0.00,0.00,2.35,2.35,0.00,0.00
5876,773,0,14,84,32,86,13.7,2.2,19.8,29.5855,14.27,0.00,0.00,2.35,2.35,0.00,0.00
6005,756,0,14,89,32,86,14.4,2.2,20.5,29.96,14.27,0.00,0.00,2.35,2.35,0.00,0.00
6115,746,0,14,92,32,86,14.4,2.2,20.5,31.8325,14.17,0.00,0.00,2.35,2.35,0.00,0.00
6245,743,0,14,91,31,86,14.4,2.3,20.4,31.8325,14.27,0.00,0.00,2.35,2.35,0.00,0.00
6355,749,0,14,90,31,86,14.4,2.3,20.3,29.5855,14.17,0.00,0.00,2.35,2.35,0.00,0.00
6485,753,0,14,91,31,86,14.4,2.3,20.2,29.5855,14.27,0.00,0.00,2.35,2.35,0.00,0.00
6575,750,0,14,90,31,86,14.4,2.3,20.2,31.8325,14.17,0.00,0.00,2.35,2.35,0.00,0.00
6706,754,0,14,89,31,86,14.4,2.3,20.1,31.458,14.17,0.00,0.00,2.35,2.35,0.00,0.00
6836,765,0,14,90,31,86,14.1,2.2,19.2,29.211,14.27,0.00,0.00,2.35,2.35,0.00,0.00
6956,765,0,14,88,31,86,14.1,2.2,19.1,29.5855,14.27,0.00,0.00,2.35,2.35,0.00,0.00
7076,756,0,14,89,31,86,14.4,2.2,19.8,31.8325,14.27,0.00,0.00,2.35,2.35,0.00,0.00
7196,756,0,14,89,31,86,14.1,2.2,18.9,31.8325,14.17,0.00,0.00,2.35,2.35,0.00,0.00
7317,755,0,14,89,31,86,14.4,2.3,18.8,29.5855,14.27,0.00,0.00,2.35,2.35,0.00,0.00
7437,758,0,14,89,31,86,14.4,2.3,19.6,29.5855,14.17,0.00,0.00,2.35,2.35,0.00,0.00
7547,757,0,14,89,31,86,14.1,2.3,19.5,31.8325,14.27,0.00,0.00,2.35,2.35,0.00,0.00
7677,759,0,14,89,31,86,14.1,2.2,18.6,31.458,14.17,0.00,0.00,2.35,2.35,0.00,0.00
7797,754,0,14,89,31,86,14.4,2.2,19.4,29.211,14.07,0.00,0.00,2.35,2.35,0.00,0.00
7927,757,0,14,91,31,86,14.4,2.3,19.3,29.5855,14.17,0.00,0.00,2.35,2.35,0.00,0.00
8037,756,0,14,89,31,86,14.1,2.2,18.4,31.8325,13.87,0.00,0.00,2.35,2.35,0.00,0.00
8168,754,0,14,89,31,86,14.4,2.2,19.1,31.8325,14.27,0.00,0.00,2.35,2.35,0.00,0.00
8258,742,0,14,89,31,85,14.4,2.3,19.0,29.5855,13.56,0.00,0.00,2.35,2.35,0.00,0.00
8398,739,0,14,93,31,85,14.4,2.3,19.0,29.5855,14.17,0.00,0.00,2.35,2.35,0.00,0.00
8508,742,0,14,91,31,85,14.4,2.3,18.9,31.8325,14.17,0.00,0.00,2.35,2.35,0.00,0.00
8639,734,0,14,97,31,85,14.4,2.3,18.9,31.458,14.17,0.00,0.00,2.35,2.35,0.00,0.00
8749,746,0,14,90,31,85,14.4,2.3,18.8,29.5855,14.17,0.00,0.00,2.35,2.35,0.00,0.00
8888,750,0,14,92,31,85,14.4,2.3,18.7,29.5855,14.17,0.00,0.00,2.35,2.35,0.00,0.00
8999,758,0,14,91,31,85,14.1,2.3,18.7,31.458,14.27,0.00,0.00,2.35,2.35,0.00,0.00
9118,764,0,14,86,31,85,14.1,2.3,17.7,31.8325,14.17,0.00,0.00,2.35,2.35,0.00,0.00
9239,762,0,14,85,32,85,14.1,2.2,17.6,29.5855,13.87,0.00,0.00,2.35,2.35,0.00,0.00
9359,759,0,14,87,32,85,14.1,2.2,18.4,29.96,14.27,0.00,0.00,2.35,2.35,0.00,0.00
9469,751,0,14,86,32,85,14.4,2.2,18.3,31.8325,14.27,0.00,0.00,2.35,2.35,0.00,0.00
9599,738,0,14,91,32,85,14.4,2.2,18.2,31.458,14.27,0.00,0.00,2.35,2.35,0.00,0.00
9710,733,0,14,92,32,85,14.4,2.2,18.2,29.96,14.27,0.00,0.00,2.35,2.35,0.00,0.00
9840,731,0,14,90,32,85,14.4,2.3,18.1,29.5855,14.17,0.00,0.00,2.35,2.35,0.00,0.00
9950,742,0,14,89,32,85,14.4,2.3,18.0,31.458,14.27,0.00,0.00,2.35,2.35,0.00,0.00
10080,740,0,14,87,32,85,14.4,2.2,18.0,31.8325,14.17,0.00,0.00,2.35,2.35,0.00,0.00
10190,734,0,14,88,32,85,14.4,2.2,17.9,29.5855,14.27,0.00,0.00,2.35,2.35,0.00,0.00
10310,736,0,14,88,32,85,14.4,2.2,17.9,29.5855,13.97,0.00,0.00,2.35,2.35,0.00,0.00
10430,729,0,14,89,32,85,14.4,2.2,17.8,31.8325,14.17,0.00,0.00,2.35,2.35,0.00,0.00
10560,727,0,14,87,32,85,14.4,2.2,17.8,31.8325,14.27,0.00,0.00,2.35,2.35,0.00,0.00
10670,730,0,14,90,32,85,14.4,2.2,17.7,29.96,14.17,0.00,0.00,2.35,2.35,0.00,0.00
10800,726,0,14,89,32,85,14.4,2.3,17.7,29.5855,14.27,0.00,0.00,2.35,2.35,0.00,0.00
10920,714,0,14,91,32,85,14.8,2.3,17.6,31.8325,14.27,0.00,0.00,2.35,2.35,0.00,0.00
11040,722,0,14,88,32,85,14.4,2.2,17.6,29.5855,14.17,0.00,0.00,2.35,2.35,0.00,0.00
11169,722,0,14,90,31,85,14.4,2.2,17.5,29.5855,14.27,0.00,0.00,2.35,2.35,0.00,0.00
11279,714,0,14,89,31,85,14.8,2.2,17.5,31.8325,14.27,0.00,0.00,2.35,2.35,0.00,0.00
11399,720,0,14,88,31,85,14.8,2.2,17.5,31.8325,14.17,0.00,0.00,2.35,2.35,0.00,0.00
11520,719,0,14,88,31,85,14.8,2.2,17.4,29.211,14.27,0.00,0.00,2.35,2.35,0.00,0.00
11640,713,0,14,89,31,85,14.8,2.2,17.4,29.96,14.27,0.00,0.00,2.35,2.35,0.00,0.00
11760,707,0,14,91,32,85,14.8,2.2,17.4,31.8325,13.87,0.00,0.00,2.35,2.35,0.00,0.00
11900,718,0,14,90,32,85,14.8,2.3,17.3,29.211,14.17,0.00,0.00,2.35,2.35,0.00,0.00
12050,716,0,14,88,32,85,14.8,2.2,17.3,29.5855,14.27,0.00,0.00,2.35,2.35,0.00,0.00
12160,713,0,14,87,31,85,14.8,2.2,17.2,29.5855,14.17,0.00,0.00,2.35,2.35,0.00,0.00
12291,714,0,14,89,31,85,14.8,2.2,17.2,31.8325,14.27,0.00,0.00,2.35,2.35,0.00,0.00
12381,705,0,14,90,31,85,14.8,2.2,17.2,31.8325,14.27,0.00,0.00,2.35,2.35,0.00,0.00
12531,718,0,14,88,31,85,14.8,2.2,17.1,29.211,14.17,0.00,0.00,2.35,2.35,0.00,0.00
12631,720,0,14,84,31,85,14.8,2.2,17.1,32.207,14.17,0.00,0.00,2.35,2.35,0.00,0.00
12771,719,0,14,82,31,85,14.8,2.1,17.1,31.8325,14.27,0.00,0.00,2.35,2.35,0.00,0.00
12881,718,0,14,84,31,85,14.8,2.1,16.9,29.5855,14.27,0.00,0.00,2.35,2.35,0.00,0.00
13000,714,0,14,85,31,85,14.8,2.1,18.0,29.5855,14.27,0.00,0.00,2.35,2.35,0.00,0.00
13130,704,0,14,86,31,85,14.8,2.2,17.9,31.8325,14.38,0.00,0.00,2.35,2.35,0.00,0.00
13240,697,0,14,93,32,85,15.2,2.2,17.9,31.8325,14.38,0.00,0.00,2.35,2.35,0.00,0.00
13360,702,0,14,88,32,85,14.8,2.2,17.9,29.5855,13.76,0.00,0.00,2.35,2.35,0.00,0.00
13491,709,0,14,91,32,85,14.8,2.2,17.9,31.458,14.17,0.00,0.00,2.35,2.35,0.00,0.00
13591,691,0,14,94,32,85,15.6,2.3,17.9,31.8325,14.27,0.00,0.00,2.35,2.35,0.00,0.00
13720,707,0,14,95,31,85,14.8,2.3,17.9,29.5855,14.27,0.00,0.00,2.35,2.35,0.00,0.00
13831,710,0,14,91,31,84,14.8,2.3,17.9,29.5855,14.27,0.00,0.00,2.35,2.35,0.00,0.00
13961,719,0,14,88,31,84,14.8,2.3,17.9,31.8325,14.17,0.00,0.00,2.35,2.35,0.00,0.00
14091,736,0,14,86,31,84,14.4,2.2,17.8,31.458,14.27,0.00,0.00,2.35,2.35,0.00,0.00
14191,742,0,14,85,32,84,14.4,2.2,17.7,29.5855,14.17,0.00,0.00,2.35,2.35,0.00,0.00
14302,736,0,14,86,32,84,14.4,2.1,17.7,29.5855,14.27,0.00,0.00,2.35,2.35,0.00,0.00
14452,727,0,14,87,32,84,14.4,2.2,17.6,31.458,13.87,0.00,0.00,2.35,2.35,0.00,0.00
14542,711,0,14,93,32,84,14.8,2.2,17.6,29.96,14.17,0.00,0.00,2.35,2.35,0.00,0.00
14673,715,0,14,92,32,84,14.8,2.2,17.5,29.5855,14.27,0.00,0.00,2.35,2.35,0.00,0.00
14793,709,0,14,91,32,84,14.8,2.3,17.5,31.458,14.27,0.00,0.00,2.35,2.35,0.00,0.00
14923,707,0,14,86,32,84,14.8,2.2,17.5,31.8325,14.17,0.00,0.00,2.35,2.35,0.00,0.00
15024,717,0,14,79,32,84,14.8,2.2,17.5,29.5855,14.17,0.00,0.00,2.35,2.35,0.00,0.00
15174,713,0,14,77,32,84,14.8,2.1,17.4,29.96,14.27,0.00,0.00,2.35,2.35,0.00,0.00
15274,689,0,14,90,32,84,15.9,2.1,17.4,31.8325,14.17,0.00,0.00,2.35,2.35,0.00,0.00
15404,690,0,14,92,32,84,15.6,2.2,17.5,29.5855,14.17,0.00,0.00,2.35,2.35,0.00,0.00
15514,668,0,14,95,32,84,17.4,2.2,18.4,29.96,14.17,0.00,0.00,2.35,2.35,0.00,0.00
15634,680,0,14,95,32,84,16.3,2.3,17.7,31.8325,14.17,0.00,0.00,2.35,2.35,0.00,0.00
15764,686,0,14,94,32,84,15.9,2.3,17.8,29.211,14.17,0.00,0.00,2.35,2.35,0.00,0.00
15874,706,0,14,90,32,84,14.8,2.3,17.9,29.5855,14.27,0.00,0.00,2.35,2.35,0.00,0.00
15995,720,0,14,90,32,84,14.8,2.3,17.8,31.8325,14.27,0.00,0.00,2.35,2.35,0.00,0.00
16115,710,0,14,87,32,84,14.8,2.3,17.8,31.8325,14.27,0.00,0.00,2.35,2.35,0.00,0.00
16225,717,0,14,81,32,84,14.8,2.2,17.8,29.96,14.27,0.00,0.00,2.35,2.35,0.00,0.00
16365,717,0,14,81,32,84,14.8,2.1,17.7,29.211,14.27,0.00,0.00,2.35,2.35,0.00,0.00
16485,695,0,14,97,32,84,15.2,2.2,17.7,31.8325,13.97,0.00,0.00,2.35,2.35,0.00,0.00
16605,695,0,14,97,32,84,15.2,2.3,17.8,29.96,14.17,0.00,0.00,2.35,2.35,0.00,0.00
16705,696,0,14,99,31,84,15.2,2.3,17.8,29.211,14.17,0.00,0.00,2.35,2.35,0.00,0.00
16845,714,0,14,91,31,84,14.8,2.3,17.8,31.8325,14.27,0.00,0.00,2.35,2.35,0.00,0.00
16945,723,0,14,93,31,84,14.4,2.3,17.7,31.8325,14.27,0.00,0.00,2.35,2.35,0.00,0.00
17075,732,0,14,90,31,84,14.4,2.3,17.7,29.5855,14.27,0.00,0.00,2.35,2.35,0.00,0.00
17205,738,0,14,88,32,84,14.4,2.3,17.6,29.5855,14.38,0.00,0.00,2.35,2.35,0.00,0.00
17305,742,0,14,85,32,84,14.4,2.2,17.5,31.8325,14.27,0.00,0.00,2.35,2.35,0.00,0.00
17425,747,0,14,85,32,84,14.4,2.2,17.5,31.8325,14.27,0.00,0.00,2.35,2.35,0.00,0.00
17565,747,0,14,87,32,84,14.4,2.2,17.4,29.5855,14.17,0.00,0.00,2.35,2.35,0.00,0.00
17686,744,0,14,83,32,84,14.4,2.2,17.3,29.211,14.27,0.00,0.00,2.35,2.35,0.00,0.00
17806,743,0,14,87,32,84,14.4,2.2,17.3,31.8325,13.66,0.00,0.00,2.35,2.35,0.00,0.00
17896,733,0,14,86,32,84,14.4,2.2,17.1,29.5855,14.17,0.00,0.00,2.35,2.35,0.00,0.00
18026,733,0,14,88,32,84,14.4,2.2,17.0,29.5855,14.27,0.00,0.00,2.35,2.35,0.00,0.00
18166,718,0,14,90,32,84,14.8,2.2,16.9,31.8325,14.17,0.00,0.00,2.35,2.35,0.00,0.00
18286,713,0,14,95,32,84,14.8,2.3,16.9,31.458,14.27,0.00,0.00,2.35,2.35,0.00,0.00
18396,712,0,14,91,32,84,14.8,2.3,16.9,29.5855,14.27,0.00,0.00,2.35,2.35,0.00,0.00
18516,712,0,14,97,32,84,14.8,2.3,16.9,29.5855,14.17,0.00,0.00,2.35,2.35,0.00,0.00
18637,709,0,14,91,32,84,14.8,2.3,16.8,31.458,14.17,0.00,0.00,2.35,2.35,0.00,0.00
18767,724,0,14,95,32,84,14.4,2.3,16.8,31.8325,14.27,0.00,0.00,2.35,2.35,0.00,0.00
18877,737,0,14,86,32,84,14.4,2.3,16.7,29.5855,13.56,0.00,0.00,2.35,2.35,0.00,0.00
19007,745,0,14,87,32,84,14.4,2.2,16.6,31.458,14.27,0.00,0.00,2.35,2.35,0.00,0.00
19117,741,0,14,91,32,84,14.4,2.3,16.6,31.8325,14.17,0.00,0.00,2.35,2.35,0.00,0.00
19247,740,0,14,87,32,84,14.4,2.2,16.5,29.5855,14.17,0.00,0.00,2.35,2.35,0.00,0.00
19357,740,0,14,95,32,84,14.4,2.3,16.5,29.96,14.27,0.00,0.00,2.35,2.35,0.00,0.00
19487,739,0,14,93,32,84,14.4,2.3,16.4,31.8325,14.17,0.00,0.00,2.35,2.35,0.00,0.00
19597,732,0,14,96,32,84,14.4,2.3,16.3,31.458,14.38,0.00,0.00,2.35,2.35,0.00,0.00
19718,743,0,14,96,32,84,14.4,2.3,16.3,29.5855,14.27,0.00,0.00,2.35,2.35,0.00,0.00
19838,742,0,14,100,32,84,14.4,2.4,16.2,29.5855,14.27,0.00,0.00,2.35,2.35,0.00,0.00
19968,753,0,14,99,32,84,14.4,2.5,16.1,31.458,14.27,0.00,0.00,2.35,2.35,0.00,0.00
20078,750,0,14,84,32,84,14.4,2.3,16.1,31.8325,14.27,0.00,0.00,2.35,2.35,0.00,0.00
20208,760,0,14,81,32,84,14.1,2.1,15.1,29.5855,14.17,0.00,0.00,2.35,2.35,0.00,0.00
20318,759,0,14,80,32,84,14.4,2.1,15.0,29.96,14.27,0.00,0.00,2.35,2.35,0.00,0.00
20438,747,0,14,88,32,84,14.4,2.1,15.8,31.8325,14.27,0.00,0.00,2.35,2.35,0.00,0.00
20548,714,0,14,106,32,84,14.8,2.3,15.8,31.8325,14.27,0.00,0.00,2.35,2.35,0.00,0.00
20690,718,0,14,94,31,84,14.8,2.4,15.7,29.5855,14.38,0.00,0.00,2.35,2.35,0.00,0.00
20790,718,0,14,96,31,84,14.8,2.3,15.7,29.5855,14.27,0.00,0.00,2.35,2.35,0.00,0.00
20921,713,0,14,89,31,84,14.8,2.3,15.7,31.8325,14.27,0.00,0.00,2.35,2.35,0.00,0.00
21031,720,0,14,96,31,84,14.8,2.4,15.6,31.8325,14.27,0.00,0.00,2.35,2.35,0.00,0.00
21171,726,0,14,95,32,84,14.4,2.4,15.6,29.211,14.27,0.00,0.00,2.35,2.35,0.00,0.00
21271,731,0,14,111,32,84,14.4,2.5,15.5,31.8325,14.17,0.00,0.00,2.35,2.35,0.00,0.00
21401,736,0,14,82,32,84,14.4,2.4,15.5,31.8325,14.27,0.00,0.00,2.35,2.35,0.00,0.00
21521,747,0,14,88,32,84,14.4,2.3,15.4,29.211,14.17,0.00,0.00,2.35,2.35,0.00,0.00
21641,747,0,14,92,32,84,14.4,2.3,15.3,29.5855,14.27,0.00,0.00,2.35,2.35,0.00,0.00
21751,754,0,14,93,32,84,14.4,2.3,15.2,31.8325,14.27,0.00,0.00,2.35,2.35,0.00,0.00
21881,743,0,14,70,32,84,14.4,2.2,15.2,31.8325,14.27,0.00,0.00,2.35,2.35,0.00,0.00
21991,748,0,14,98,32,84,14.4,2.2,15.1,29.5855,14.17,0.00,0.00,2.35,2.35,0.00,0.00
22121,742,0,14,89,32,84,14.4,2.2,15.0,29.211,14.27,0.00,0.00,2.35,2.35,0.00,0.00
22241,734,0,14,101,31,84,14.4,2.3,15.0,31.8325,14.27,0.00,0.00,2.35,2.35,0.00,0.00
22351,722,0,14,76,31,84,14.4,2.2,14.9,31.8325,14.27,0.00,0.00,2.35,2.35,0.00,0.00
22471,726,0,14,91,31,84,14.4,2.2,14.9,29.5855,14.27,0.00,0.00,2.35,2.35,0.00,0.00
22601,712,0,14,95,31,84,14.8,2.4,14.8,29.5855,14.27,0.00,0.00,2.35,2.35,0.00,0.00
22711,712,0,14,87,32,84,14.8,2.3,14.8,31.8325,14.27,0.00,0.00,2.35,2.35,0.00,0.00
22831,710,0,14,93,32,84,14.8,2.3,14.8,31.8325,14.27,0.00,0.00,2.35,2.35,0.00,0.00
22952,709,0,14,103,32,84,14.8,2.3,14.8,29.5855,14.17,0.00,0.00,2.35,2.35,0.00,0.00
23082,717,0,14,100,32,84,14.8,2.5,14.7,31.458,14.17,0.00,0.00,2.35,2.35,0.00,0.00
23181,719,0,14,88,32,84,14.8,2.4,14.7,32.207,14.27,0.00,0.00,2.35,2.35,0.00,0.00
23311,727,0,14,89,32,84,14.4,2.3,14.7,29.5855,14.07,0.00,0.00,2.35,2.35,0.00,0.00
23432,732,0,14,75,32,84,14.4,2.2,14.6,29.5855,14.17,0.00,0.00,2.35,2.35,0.00,0.00
23562,725,0,14,85,32,84,14.4,2.1,14.6,31.8325,14.27,0.00,0.00,2.35,2.35,0.00,0.00
23672,712,0,14,104,32,84,14.8,2.3,14.5,31.458,13.76,0.00,0.00,2.35,2.35,0.00,0.00
23802,709,0,14,89,32,84,14.8,2.3,14.5,29.5855,14.27,0.00,0.00,2.35,2.35,0.00,0.00
23912,708,0,14,82,32,84,14.8,2.2,14.5,29.5855,14.27,0.00,0.00,2.35,2.35,0.00,0.00
24042,701,0,14,92,32,84,14.8,2.3,14.5,31.458,14.27,0.00,0.00,2.35,2.35,0.00,0.00
24152,696,0,14,97,32,84,15.2,2.3,14.5,29.96,14.27,0.00,0.00,2.35,2.35,0.00,0.00
24272,698,0,14,104,32,84,15.2,2.4,14.5,29.5855,14.27,0.00,0.00,2.35,2.35,0.00,0.00
24403,701,0,14,122,32,84,14.8,2.7,14.5,31.458,14.17,0.00,0.00,2.35,2.35,0.00,0.00
24523,706,0,14,133,32,84,14.8,3.0,14.5,31.8325,14.38,0.00,0.00,2.35,2.35,0.00,0.00
24634,704,0,15,131,32,84,14.8,3.1,14.4,29.5855,14.38,0.00,0.00,2.35,2.35,0.00,0.00
24774,709,0,15,151,32,84,15.6,3.6,13.6,31.8325,14.27,0.00,0.00,2.35,2.35,0.00,0.00
24874,778,0,15,122,32,84,16.3,3.3,15.5,31.8325,14.27,0.00,0.00,2.35,2.35,0.00,0.00
25004,877,0,15,118,32,84,17.1,3.2,16.3,31.8325,14.27,0.00,0.00,2.35,2.35,0.00,0.00
25114,952,0,15,119,32,84,17.4,3.2,18.2,29.5855,14.27,0.00,0.00,2.35,2.35,0.00,0.00
25244,1050,0,15,107,32,84,20.0,2.9,22.3,29.211,14.27,0.00,0.00,2.35,2.35,0.00,0.00
25355,1119,0,15,113,32,84,21.2,2.9,25.4,31.458,14.27,0.00,0.00,2.35,2.35,0.00,0.00
25475,1196,0,15,113,32,84,21.9,2.9,28.5,31.458,14.27,0.00,0.00,2.35,2.35,0.00,0.00
25595,1257,0,15,117,32,84,22.3,2.8,31.5,31.458,14.27,0.00,0.00,2.35,2.35,0.00,0.00
25734,1318,0,15,118,32,84,23.0,2.9,34.6,29.5855,13.66,0.00,0.00,2.35,2.35,0.00,0.00
25835,1361,0,14,83,32,84,21.5,2.6,38.6,31.8325,14.27,0.00,0.00,2.35,2.35,0.00,0.00
25965,1403,0,14,90,32,84,19.7,2.5,38.5,31.458,14.27,0.00,0.00,2.35,2.35,0.00,0.00
26075,1430,0,14,88,32,84,17.8,2.4,38.8,29.211,14.07,0.00,0.00,2.35,2.35,0.00,0.00
26205,1416,0,14,93,32,84,15.9,2.3,38.8,31.8325,14.27,0.00,0.00,2.35,2.35,0.00,0.00
26315,1388,0,14,95,32,84,13.3,2.4,38.5,29.211,14.27,0.00,0.00,2.35,2.35,0.00,0.00
26445,1356,0,14,89,32,84,11.1,2.4,37.9,31.458,14.07,0.00,0.00,2.35,2.35,0.00,0.00
26565,1325,0,15,107,32,84,9.2,2.5,37.4,31.458,14.17,0.00,0.00,2.35,2.35,0.00,0.00
26695,1261,0,16,142,32,84,13.0,3.5,32.9,29.5855,14.27,0.00,0.00,2.35,2.35,0.00,0.00
26775,1208,0,16,145,32,84,17.4,3.6,29.7,29.211,14.27,0.00,0.00,2.35,2.35,0.00,0.00
26925,1159,0,17,161,32,84,18.9,4.0,26.5,31.8325,14.27,0.00,0.00,2.35,2.35,0.00,0.00
27355,1512,0,17,147,32,84,23.8,3.6,38.2,31.0835,14.27,0.00,0.00,2.35,2.35,0.00,0.00
27485,1645,0,17,135,32,84,25.3,3.4,39.7,29.211,14.07,0.00,0.00,2.35,2.35,0.00,0.00
